Age;Experience;Income;ZIP Code;Family;CCAvg;Education;Mortgage;Personal Loan;Securities Account;CD Account;Online
38;13;171,0986562;92160,78031;1;7;1;0;0;0;0;1
43;20,59667575;11,6246599;91329,86637;4;1;3;0;0;0;0;1
34;9,304151338;30,73924014;94551,45973;4;2;1;158;0;0;0;1
62;36,35451505;72,98448745;92121,31005;2;28;1;352;0;0;0;0
43;15,2717015;49,63319893;95731,5852;2;167;2;0;0;0;0;1
62,30304563;37,33824292;41,68249749;94921,78712;4;13;2;0;0;0;0;1
23,04131938;-2,790016374;8;96650,83777;3;7;1;0;0;0;0;0
30;5,630323657;68,91946347;92119,42694;4;21;3;0;0;0;0;1
62,86158178;38,12350544;17,92509146;94106,4332;4;1;3;0;0;0;0;1
53,01865851;28,0669707;117,6056799;95599,55569;1;73;1;0;0;0;0;1
53,78824119;28;48,25126401;93038,88351;2;3;1;0;0;0;0;1
28;4,249266352;79,87387767;92647,76775;2;18;2;0;0;0;0;1
62;36,31241097;58,762835;91950,05506;1;15;3;122;0;1;0;1
36;9;49,79529921;93939,79233;1;32;3;0;0;0;0;0
27;2;108,2677764;93448,73138;2;8;1;0;0;0;0;0
32,91326359;8,540963844;34;94581,6119;4;0;1;90;0;0;0;1
33;7;61,78420087;91396,97152;4;22;2;87;0;0;0;0
50;29,37559818;42;94541,42506;4;19;3;0;0;0;0;1
36,30121152;12,34583988;180,8639487;91713,99471;2;33;1;0;0;0;0;0
45;18;13,05815629;94553,12285;1;14;3;0;0;0;0;0
49,89244059;24;43;92187,38433;2;21;3;0;0;1;0;0
23;-3;8;92266,38221;4;7;2;0;0;0;0;0
31;3;84,69791159;90040,00486;4;4;3;0;0;0;0;1
52;26;53;92044,99799;1;14;2;0;0;0;0;0
52;28,94921552;131,7034085;92121,75659;2;68;1;0;0;0;0;1
58;32;40,04599518;92058,01606;3;25;1;0;0;0;0;1
41,2771441;16;180,9417351;90062,00702;4;13;3;0;1;0;0;1
56;32,60681855;110,7875449;92122,26831;1;1;3;0;0;0;0;0
44;18;143,0715742;91752,17762;1;1;3;0;0;0;0;1
41;17;123,8813703;94506,57264;2;32;1;0;1;0;0;0
62;37,40968441;56,26484423;95042,34694;2;15;1;0;0;0;0;1
33;10;144,08022;94720;2;667;1;0;0;0;0;1
23,0061365;-2,985670577;8;96648,01666;4;7;2;0;0;0;0;0
53;28;86,35204562;91170,52203;1;267;2;0;0;0;0;1
43;17,05075401;166,2893751;95137,73523;2;667;1;0;0;0;0;1
28;2;13,31991988;94013,82919;2;17;2;0;0;0;0;0
25;1,486905905;8;95066,94449;4;1;1;0;0;0;0;1
56;25;39,60368101;92143,74418;2;14;3;0;0;0;0;1
29;5;45,91254427;90024,40467;3;1;1;199;0;0;0;1
33;8,241499602;120,2101265;94120,7121;1;28;1;0;0;0;0;0
52;27;25,24537884;95893,34587;2;21;3;0;0;0;0;0
58;32;97,52125774;94710,54639;2;16;3;0;0;0;0;0
58,5828098;33;40;94305;1;16;2;0;0;0;0;1
50;26;29,08732786;94720;4;1;3;0;0;0;0;1
46;22;170,056793;92625,89607;1;6;1;0;0;0;0;1
33,85959757;8,003368965;54,92217201;90693,53102;4;8;1;0;0;1;0;0
27,59056788;2,120908068;114,8093784;94010,18058;1;15;1;0;0;0;0;1
44,54191616;18,46459447;11,89894347;94305;3;13;2;0;0;1;0;1
40;11;54,32341832;92128,6382;2;4;1;0;0;0;0;0
44,06615153;17,71450051;59,0847185;94135,5035;1;1;1;0;0;0;0;1
31;3,391985621;49,7478846;95698,65456;4;21;3;0;0;0;0;1
65;40;82,5489316;90260,74819;2;28;1;0;0;1;0;0
56;27;59,85876265;91314,96384;4;18;3;0;0;0;0;0
49;23,28727851;34;95135,18028;3;9;3;0;0;0;0;1
66,68833567;40;41,52675466;91352,29573;2;1;1;0;0;0;0;1
30;5;36,45680119;94993,62766;4;8;1;0;0;0;0;1
58;33,66335099;50,51874864;90727,04703;4;21;1;0;0;0;0;0
63;37,53106697;61,81971143;92969,94631;3;1;3;0;0;0;0;1
27;2;103,6595379;90024,10427;1;15;1;0;0;0;0;0
40;17,56955814;99,19007339;90051,97816;1;5;1;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
29,12530238;3;8,744921442;95133,49795;4;4;1;77;0;0;0;1
59;32;83;94548,38328;1;28;2;0;0;0;0;1
40,5708154;16,88627081;39,64011462;94969,95894;4;2;1;0;0;0;0;1
58;32,25761454;16,3504993;93732,70617;1;2;1;0;0;0;0;0
48,02955483;22;104,6041062;90088,85979;4;3;1;0;1;0;1;1
63;38,07471389;143,5140201;92006,39268;3;21;3;587;0;0;1;1
55,93580966;31;53;95820,64816;2;15;1;0;0;0;0;1
61,68238716;36;180,5037898;94598,09912;2;23;3;437;1;0;1;1
39,23568266;13;30;92319,58047;4;22;2;0;0;1;0;0
33;7,691398505;131,5108652;93088,18032;2;0;1;0;0;0;0;1
63;35,24406114;34;91867,80344;3;4;1;0;0;0;0;1
60,4288417;33,26632933;43,2565297;94084,52881;1;14;3;0;0;0;0;1
49,23017117;23,50433295;48,71559215;95616;1;37;3;0;0;0;0;0
63,51977902;38,56837362;82,82849927;94386,92543;4;17;2;0;0;0;0;1
47,56363125;23;70,95347559;90055,66995;2;2;1;0;0;0;0;1
52;27;50,41383574;94709,0266;1;16;1;0;0;0;0;1
23,00547894;-2,835936413;72,69503093;94911,29483;4;26;1;0;0;0;0;0
35;8;44;92036,27156;1;2;1;81;0;0;0;1
61,8678112;35;137,5835249;91002,27888;2;33;3;0;0;0;0;0
57;29;157,0746607;92932,83653;1;24;1;0;0;0;0;1
45;20;64,01374831;94720;2;22;3;0;0;0;0;1
32;7,776976172;120,8888876;91109,78992;2;25;1;0;0;0;0;0
34;7;66,92667713;92641,96163;1;28;3;0;0;0;0;0
23;-3;8;96651;4;26;1;84;0;1;0;1
35,07905593;9,935574714;184,8068629;94105,29912;2;75;1;458;0;0;0;0
45;21;118,753072;92045,61627;4;1;3;0;0;0;0;0
57;30;143,128598;90030,5477;2;2;2;0;1;0;0;0
38;13;126,054513;91903,40632;2;18;1;0;0;0;0;1
42,61287411;13;142,196656;94540,10821;4;65;3;410;1;0;0;0
28,26355841;3;32,9784176;94012,98058;4;6;2;119;0;0;0;0
47;21,38672422;159,6829921;91313,23498;1;28;1;0;0;0;0;1
56;29,0200335;98,86871742;94037,01173;1;73;1;0;0;0;0;0
64,98205533;40;70,92582313;94304,34244;2;15;1;0;0;0;0;1
59,36947841;32;25,98546873;90095;3;2;3;0;0;0;0;0
60,98230509;35;39,40088068;94303,06568;2;14;1;0;0;0;0;1
34,09571433;7,571508503;40,7002879;94303,18795;3;26;2;83;0;0;0;0
43;20;180,9092184;95165,7899;2;68;1;0;0;0;0;0
23;-3;143,9270508;92091,70477;1;633;1;305;0;0;0;0
51;28,35929939;47,01422399;95721,85795;4;9;2;0;0;0;0;1
40,72932518;13,08264392;148,5839039;90810,1237;1;1;1;0;0;1;0;1
58;32,30068404;64,99650024;90181,27587;4;21;1;0;0;0;0;0
57;32;63,24464819;93476,19689;4;17;3;0;0;0;0;1
23,00390059;-2,984533458;8;95616;4;1;2;0;0;0;0;1
37,93733592;15,64646172;50,90470175;96627,89472;4;11;1;0;0;0;0;0
37;11;89,36039454;91944,76662;1;15;2;0;0;0;0;0
63;36,3145506;68,36173829;93875,45013;4;25;2;0;0;0;0;0
43;15,965665;64,25371658;92178,13694;2;233;2;0;0;0;0;1
62,64628462;38,79167228;26,17772563;95068,02768;1;3;1;76;0;0;0;1
42,58246082;18;102,0916401;95061,54921;3;8;3;0;0;0;0;0
54;30;14,34584579;94070,18366;2;1;3;0;0;1;1;1
25;1;8;96650,47493;4;7;2;0;0;0;0;1
45,90514949;18;21,72050271;94305;3;9;3;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
23;-3;8;96651;2;7;1;0;0;0;0;0
52;26,60777675;59,84012375;94601,43969;2;2;1;0;0;0;0;0
43;18;11,85824658;91325,89121;1;7;3;0;0;1;0;0
57;31,94362322;36,97431405;90055,65472;4;13;2;0;0;0;0;1
25;2;172,1282156;91317,31831;1;633;1;120;0;0;0;0
28,9687345;4;125,0444229;90095;3;25;1;0;0;1;0;1
29,09360465;2,762561351;59,56816544;96626,61925;4;11;3;0;0;1;0;1
32;5;27,7244239;92456,16408;4;1;1;95;0;0;0;1
67;43;224;9307;4;17;3;215;0;0;1;0
52;27;29,10244243;94688,83079;4;4;1;0;0;0;0;0
62,08769692;38;46,72346265;91790,0002;2;21;3;0;0;0;0;1
35;11;21;91760,4361;3;1;2;0;0;0;0;0
42;16,3332611;59,26796306;94113,53338;3;267;2;161;0;0;0;1
28;1,680051329;60,99845607;92638,84518;4;18;2;0;0;1;0;0
29,78339531;6,172335705;102,6055909;94604,52068;1;46;1;323;0;0;0;1
42;16,31410367;32,36425262;91311,31576;2;6;1;132;0;0;0;1
47;21,12349391;37,95966601;95034,50814;4;7;3;0;0;0;0;0
53,26077357;29,61328094;42;92162,96886;4;7;1;147;0;1;0;0
67;43;136,6469197;9307;1;17;1;215;0;0;0;0
32;5,044254042;38;92446,77341;1;67;3;83;0;0;0;1
46;21;70,46246849;90085,48423;4;22;1;0;0;0;0;1
28,01540178;3;69,03074337;94305;4;21;3;0;0;0;0;1
50;27;8,148750943;94303,28397;1;1;1;136;0;0;0;1
62;35,6425441;69,44623434;91350,82838;1;3;1;0;0;0;0;1
50,59450219;25,27704176;18,89966005;91339,47342;4;7;1;0;0;1;0;0
60,95216266;37;78,26179745;90047,02347;2;0;3;0;0;0;0;0
48;26;62,74722962;90027,66066;1;1;1;0;0;0;0;0
23,00007985;-2,997886504;8;96626,18869;4;7;2;0;0;0;0;0
37;10,97964498;53,33493921;95044,34547;4;9;2;0;0;0;0;0
58,64285024;32,91331244;81;92118,49391;2;28;1;0;0;0;0;1
44;19;123,1286978;92793,39563;1;32;3;0;0;0;0;1
45;22;109,5154961;92367,7925;1;29;1;0;0;0;0;1
33;6,686486345;53,16324637;92510,65519;1;4;3;0;0;0;0;0
23;-2,999969871;8;96584,64346;4;7;2;0;0;0;0;1
53,10537022;25;41,98284346;92118,39526;1;14;3;167;0;0;0;1
52;29;13,25764452;92136,16727;1;4;2;0;0;0;0;1
30;5,683880934;126,1607641;95019,22915;2;2;1;0;0;0;0;1
33;9,929248274;33,43644324;94305;2;8;3;0;0;0;0;0
49;26;32,72578444;90042,40572;3;5;2;0;0;0;0;1
49;18,60637285;51,51549366;92045,26752;1;14;3;0;0;0;0;0
40;13;35,34700403;92031,71305;2;1;2;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;1
52;27,2458206;128,1040636;94171,15884;1;47;1;0;0;0;0;1
25;-0,087148468;39;90280,9562;4;15;1;0;0;1;0;1
50;24;78,32610207;95957,93045;2;14;1;0;0;1;1;1
60,8493126;37;59,92777951;91317,28898;2;0;3;146;0;0;0;1
51;25,07927138;34,90183896;95812,1844;4;9;2;107;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;1
63;37,53561794;127,6754281;90185,0334;3;4;1;0;0;0;0;0
55;30;119,1798596;90086,85262;3;5;3;0;1;0;1;1
31,62628031;8,123431769;30;92073,64991;1;1;1;0;0;0;0;0
23;-3;40,39221191;96559,05598;1;633;1;145;0;1;0;1
59;34;31,74370887;95134,99595;3;22;3;0;0;0;0;0
41;18,04889456;80,90771482;94025,81881;1;8;2;0;0;0;0;1
41;19;62,56017728;94832,3435;4;17;2;0;0;0;0;0
43;20;149,1365118;91352,65022;2;32;2;0;1;0;0;0
38;13;22,40518194;94601,90964;4;7;2;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
23;-3;8,398137378;94253,90166;4;26;1;84;0;1;0;1
24,01147545;-0,754867199;10,33770755;92499,60139;4;4;1;0;0;0;0;1
30;6;72,27048052;95148,99455;2;25;1;0;0;0;0;1
39;14,95087404;143,3597165;94601,33067;1;43;1;0;0;0;0;1
65;39,79133463;64,88666872;95910,05317;3;2;1;0;0;0;0;1
38,16362871;16,74589705;63,43963016;93048,82666;1;47;1;0;0;0;0;0
34,11353252;8,002056444;34,43466657;95758,17398;4;18;3;0;0;0;0;0
35;11;40,92491628;90259,73187;2;4;3;0;0;0;0;1
58,42083763;32,86548987;62,48937668;90284,01743;2;16;3;117;0;0;0;1
44;20,38344871;44;94005,3892;2;7;1;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
23,09078725;-2,960811809;157,7176633;94304,06628;2;72;1;0;0;0;0;1
53;25,50654408;182,2802124;93106,21954;1;47;1;0;0;0;0;0
61,70195156;36;21;94587,42659;1;5;2;0;0;0;0;1
51;26;8,003171232;92360,32485;1;1;2;0;0;0;0;1
46;20;73,49143383;90254,75412;1;29;2;0;0;0;0;0
38;11,00206499;85;92372,27672;1;1;3;0;0;0;0;0
42;14;125,0393912;85578,99788;1;27;2;0;1;0;0;1
51;26;84,10967193;91713,47239;3;267;2;0;0;0;0;0
43;20;92,11961688;93719,72088;1;27;2;0;0;0;0;1
23;-3;75,81870294;95136,26588;1;633;1;305;0;0;0;0
59;32;130,9493447;90234,16482;2;2;1;0;0;0;0;1
36,14883762;10;60,52681399;94609,43218;3;15;1;0;0;0;0;1
49,98259863;25;39;91326,73781;3;5;1;103;0;0;0;0
66,96388504;42,98281908;82,42623101;94004,67391;3;17;1;0;0;0;0;0
23;-3;8;96651;1;7;1;0;0;0;0;0
34;8,005200656;67,0012225;95818,89322;3;26;2;0;0;0;0;1
44;22;104,9776559;92129,03996;1;28;1;0;0;0;0;0
30,67272787;8;218,9164272;96066,09284;3;633;1;0;1;1;1;1
27;3;84,81672983;92382,11467;2;25;1;0;0;0;0;0
63;39,13795984;40;94541,99398;3;1;3;128;0;0;0;0
61,13315423;35,51905887;172,439113;94305;1;5;1;0;0;0;0;1
35;8,762592168;64,91367632;94022,5451;4;4;3;0;0;0;0;1
46;21,47092559;28,89420486;93065,02607;1;17;2;0;0;0;0;1
60,28012751;34;69,79816273;92637,51632;4;13;3;0;0;0;0;0
54,51924055;28;181,1560535;93817,16546;1;81;1;0;0;0;0;1
55;30,21642604;158,1146683;94553,40004;1;47;1;159;0;0;0;0
54;30;49,26757816;92703,67567;1;0;3;0;0;0;0;1
63,81709889;38;38;92163,22676;1;11;1;0;0;0;0;0
33;10;170,077991;92012,42705;2;76;1;0;0;0;0;1
57;32,08787785;23,24935971;94553,82258;4;4;2;0;0;0;0;0
58;32,74946181;168,7351796;90797,47488;1;93;2;0;1;0;0;1
42;17,80783965;79,86833304;92940,37924;3;18;2;112;0;0;0;0
35;11;42;95989,79004;3;17;1;0;0;0;0;1
35;9;186,5038078;95627,88063;1;33;2;589;1;1;1;1
47;24;13,44950433;91755,68755;4;8;1;0;0;1;0;1
50;24;155,9282444;94115,09971;1;43;2;0;1;0;0;1
39;13;99,83576766;94720;1;28;3;0;0;0;0;0
66,81700154;42,84907432;60,49857203;94706,39635;2;4;1;0;0;0;0;1
23,18082821;-1,856135382;118,1936458;94720;2;18;2;0;0;0;0;1
38;8,000335177;29,52980059;95819,01862;1;2;1;0;0;0;0;0
65,94160575;41,11901523;111,9907024;94705,79845;1;8;1;0;0;0;0;1
44;19,48358575;24,31074699;90089,20972;1;2;1;0;0;0;0;0
30;5;81,68532452;94106,81367;4;2;1;0;0;0;0;1
66,99284798;42,99926597;122,7258402;90268,69889;1;2;1;0;0;1;0;0
23;-2,999313347;92,28823621;90287,57842;3;72;1;0;0;0;0;1
36,49705893;12;46,08037661;95987,41231;4;2;3;0;0;1;0;0
60,36017338;35,04373044;71,64216191;94120,59733;2;28;1;0;0;0;0;1
30,37574898;6;34,56046846;94303,82239;4;11;3;0;0;1;1;1
39,63359073;13;40;95626,77212;1;5;3;127;0;0;0;0
41;17;142,9789921;95616;1;74;1;0;0;0;0;0
62;36;34;93107,1981;3;16;3;0;0;0;0;1
29;7,102492857;8;95956,04188;1;3;2;0;0;0;0;0
49;28;18,45584077;94020,94561;4;5;2;0;0;1;0;1
34,0273958;18,23289605;8;95910,37787;4;7;1;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
61,51350067;34;48,68366802;95616;4;167;3;142;0;1;0;0
60;35;42;91612,44841;2;15;2;0;0;1;1;1
30;6;63,57322141;92659,14929;1;28;2;251;0;0;0;1
63,81618693;38,31829563;28;91711,78558;3;22;3;0;0;1;0;0
47,90620899;24;63,35708895;92121,12962;4;19;3;164;0;0;0;1
50,05659397;25;46,25633161;93810,13645;3;6;2;0;0;0;0;1
49;22,33409766;70,88948141;94543,26192;2;14;3;0;0;0;0;0
57;31,8153294;29,79316407;94588,74127;2;13;2;0;0;0;0;1
37;14;127,5614186;95137,14854;3;21;1;0;0;0;0;1
51;27;28;93014,63062;4;2;1;0;0;0;0;1
59,85179287;35;22,80656722;90389,34768;1;15;2;0;0;0;0;0
42;22;106,3127131;93048,83009;1;17;1;0;0;0;0;1
45;20;185,2922595;90033,20125;2;33;1;0;0;0;0;1
58,70659443;33;92,2406605;94107,34749;1;24;1;330;0;0;0;1
45;20;167,6600744;94305;2;4;1;0;0;0;0;1
61,01626856;36;81,06529941;94538,31647;4;34;3;0;0;0;0;0
38;15;63,52970229;94679,50978;4;21;1;0;0;0;0;1
37,01565088;12,55743101;34;95319,11301;2;7;2;0;0;0;0;1
61,68094069;36;78,49815338;90095;1;28;3;0;0;0;0;0
54;30,79185949;137,2867702;96382,82452;1;47;1;0;0;0;0;1
28,99220742;3;108,0279146;93109,29335;1;3;1;0;0;0;0;0
35;11,95654735;113,9882298;93969,95198;2;19;1;0;0;0;0;1
33;7;100,9601306;93023,05338;4;23;3;0;0;0;0;0
42;17;74,35073607;95126,07945;3;267;2;161;0;0;0;1
63;38;24,79584381;90031,4659;2;2;3;0;0;0;0;0
62;36,69467284;50,4045063;91815,11535;2;3;2;0;0;0;0;0
40;14,19607674;64,97114755;91325,70015;1;13;2;0;0;0;0;0
46,13240111;21,37080743;86,11948446;93985,81343;2;37;1;0;0;1;0;0
25;1;102,866037;90255,6876;2;8;1;134;0;1;0;0
23;-2,999857772;8;96650,9771;4;7;2;0;0;0;0;1
38;15,44900158;69,59055211;90039,06022;3;15;1;0;0;0;0;1
58,65463158;32;169,0151103;92077,87537;1;29;1;231;0;0;0;1
57;30;11,15445485;94541,5915;1;2;1;0;0;0;0;0
23,05728376;-2,844425388;190,9221084;92698,86651;1;633;1;0;0;0;0;0
29,61225438;4,634353991;154,7058692;90064,22914;2;65;1;0;0;0;0;0
59;34;57,7907705;90283,73209;4;22;1;0;0;0;0;1
46;23;70,81133847;94072,27342;4;7;1;0;0;0;0;1
58;32;40;92640,85238;2;5;1;0;0;0;0;1
27;3;189,506536;94719,49483;1;41;1;0;0;0;0;0
24,25483994;-2,362846938;54,56291121;95068,73018;3;24;2;0;0;0;0;1
31,7720904;5;89,74657198;95056,17875;4;18;3;0;0;0;0;1
33;3,514984253;68,48530464;94718,39566;4;18;3;0;0;1;0;1
59;33,91667199;134,1156646;92093,43544;2;5;1;0;0;0;0;1
45;21,52770961;119,7774438;92147,51873;1;57;1;0;0;0;0;1
59;35;71,163772;94026,41442;3;16;1;0;0;0;0;1
66,16150514;40,38891138;19,14105024;92667,33894;1;15;3;0;0;0;0;0
34;8;51,60158933;94409,40984;1;18;3;0;0;0;0;0
57,21901733;32;52,83480674;90266,65644;4;17;1;148;0;1;0;0
45;21,4322146;135,1820899;94720;1;17;1;0;0;0;0;1
37,00370857;10;163,6434091;94305;4;31;1;301;1;0;0;1
32;5,397348717;23;92194,51908;4;1;1;98;0;0;0;1
40;15,36117839;56,51250276;90091,77612;2;17;2;105;0;0;0;0
51,68644773;26;82,2037304;93210,60374;3;2;2;0;0;0;0;1
43;18;28,05487363;93106,04814;3;13;1;0;0;1;0;0
37,83480989;13;37,50379743;94308,00775;4;2;3;0;0;1;0;1
42;14;142,5762906;92062,84419;2;88;1;0;0;0;0;1
51,31258744;26;62,4199721;95107,99741;1;27;1;0;0;0;0;0
46;20,55369952;53,53292201;94026,03267;3;1;1;0;0;1;0;1
23;-3;8;96651;2;7;1;0;0;0;0;0
29;3;30,03306206;95722,93181;4;3;1;0;0;0;0;0
26,8804783;3;42;91320,32146;4;16;2;0;0;0;0;0
38,55604731;10,14210916;73,91167426;93443,27102;4;18;3;0;0;0;0;1
32;7;58,29513883;94591,76836;2;8;3;0;0;0;0;1
44;16,56087544;171,6186366;95616;2;79;2;0;1;0;0;1
35,16848396;11,42519508;90,89781501;94980,73296;1;3;1;0;0;0;0;1
32,35238307;9;112,9234499;94019,23357;1;6;1;0;0;0;0;0
32,80502822;6;58,49211894;90176,40677;4;22;1;114;0;0;0;1
30,17769299;6;100,6264379;95034,37904;2;2;1;0;0;0;0;0
60;36;64,85830449;95819,16576;1;18;3;0;0;0;0;1
48,80651425;22;78,73594468;94305;2;8;3;0;0;0;0;0
48;23;137,3329405;90312,7671;1;17;1;0;0;0;0;1
35;7;69,55008637;90035,69131;4;22;2;0;0;0;0;0
51,60957411;27;53,94593256;92109,5619;3;21;1;0;0;0;0;0
49,00367572;24;21,53947349;94708,3561;1;1;1;91;0;0;0;0
46,07815778;22;112,4701557;94342,10057;1;33;2;0;1;0;0;1
63,19042767;38,52658872;50,23772465;91349,73995;1;3;3;115;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
44;17;21;92702,54163;3;1;2;0;0;0;0;0
36,25683665;10;101,0051606;93659,57489;4;13;3;0;1;0;0;0
29;4;51,44705595;94305;4;12;2;112;0;1;0;0
23;-3;8;96651;2;7;1;0;0;0;0;0
53,74067664;28;21;92557,03596;3;1;2;0;0;1;0;1
35;11;58,7671626;95616;4;22;2;0;0;0;0;1
31;6;33,11125528;92036,62846;4;17;1;0;0;0;0;0
41,02359863;17;84,31159835;92141,70435;1;15;3;0;0;0;0;1
23;-3;8;96634,33664;4;26;1;84;0;1;0;1
60;34,96114086;71,29085618;94084,43666;1;11;3;0;0;0;0;1
50,03832665;27;84,17990996;92996,54977;4;2;2;0;0;0;0;1
60,67808454;34,44737493;42;92675,38233;3;17;2;0;0;0;0;1
54;33,09151142;8;94720;4;7;1;0;0;0;0;1
57;31,58266727;192,7529743;90274,97954;1;6;1;328;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
43,36084131;16,30695829;99,72030909;92955,02081;4;1;1;180;0;0;0;1
41,05856035;16,95851325;68,91253624;90089,97049;4;22;3;0;0;0;0;0
31;5,990644487;69,98552035;91320,81483;4;24;1;0;0;0;0;1
53,28589598;27,84024509;42,36864651;90697,41784;4;1;1;0;0;0;0;1
38,3006471;8,100170541;193,4231321;94070,7498;4;73;2;422;1;0;1;1
55,71262326;30;49,29704376;95059,07636;4;16;2;0;0;0;0;0
51,93568467;26;42;95818,28485;4;267;1;0;0;0;0;1
51;20,16376659;40,5221154;95824,64899;1;24;1;0;0;0;0;0
35;12;123,4213077;92001,18792;2;18;2;0;0;0;0;1
40;13,84827543;64,3908311;90066,69247;3;233;2;0;0;0;0;0
48,28790733;22,72091879;40;92634,21598;1;7;3;0;0;0;0;0
47;24;58,73354555;95054,02254;4;19;3;0;0;0;0;0
56,90654593;32,82050938;43,49713942;94047,05793;2;13;1;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
30,53139638;3;64,18333379;94253,63486;4;21;3;0;0;0;0;0
23;-3;8;96651;1;7;1;0;0;0;0;0
32,28905956;6,193173771;23;91488,98845;2;2;3;0;0;0;0;1
57,72401541;32;94,15491264;92582,67623;1;1;3;0;0;0;0;0
29,89884732;5;32,51747912;91105,39054;2;8;1;0;0;0;0;1
57;31,69416256;22,48682846;91765,97036;4;5;1;0;0;0;0;1
39;14;69,74321234;95297,8275;1;23;1;0;0;0;0;1
47;22,78188822;38,82547423;92104,00127;4;4;1;0;0;0;0;1
60,95529383;36;28;91772,89974;3;5;1;0;0;1;1;1
59;32,64843892;71,15870591;94720;2;39;3;0;0;0;0;0
53;22;53;94062,02563;4;17;3;0;0;0;0;1
55,6661716;29,93461314;41,99174117;92051,96252;1;28;1;0;0;0;0;1
66,31559183;41,92045355;144,7722135;92675,97969;3;23;3;0;1;1;0;0
38;13,33776016;28;95817,82051;3;5;3;0;0;0;0;1
33;6,390522053;44,39329507;94305;4;21;3;0;0;0;0;1
35;10;19;92121,81755;2;5;3;0;0;0;0;0
37;7;63,11476832;95033,11606;4;13;3;0;0;0;0;1
42,97237235;14,18643308;167,0540004;94592,00443;1;86;1;0;0;0;0;1
23;-3;8;96651;2;7;1;0;0;0;0;1
43;20;64,25424518;94720;2;16;2;85;0;0;0;1
46,11238101;20;54,25331967;95129,40428;3;9;2;98;0;0;0;1
39;17;119,4136258;93073,87862;2;32;1;79;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
26,21260521;3;30;96650,65843;1;2;3;91;0;0;0;0
48;23,18558022;176,4580026;94553,25144;2;8;1;0;0;0;0;1
58;33,38374895;138,0282938;95208,87659;4;7;2;0;1;0;0;1
35;13;21,43219867;92509,04868;4;1;2;164;0;0;0;0
40;15,73509827;192,5130319;94141,21327;1;43;2;0;1;0;1;1
50;27;21,53070487;92683,87366;4;2;1;0;0;0;0;1
60,29720898;35,88389866;187,5519724;92026,6638;1;47;1;0;0;0;0;0
43,81180821;18,51937889;71,19127925;92072,58943;4;26;1;0;0;0;0;1
44;18;71,21278421;93110,73635;2;4;1;0;0;1;0;1
42;17,24994374;39,91386086;94544,95687;3;1;2;136;0;0;0;1
44,68753777;24;8;95384,68208;2;1;3;0;0;0;0;0
60;34;50,00625447;94986,85583;3;3;3;0;0;0;0;1
42;18;114,7317616;92213,77294;1;3;1;0;0;0;0;0
46,00736059;19,37048973;32,38699999;94269,01885;2;6;2;0;0;0;0;1
51,05499364;24;63,90351706;90038,21136;1;19;2;0;0;0;0;1
54;29;125,8365182;91567,54556;3;18;2;0;0;0;0;0
28,78784912;3,174061705;131,1955383;94984,88333;4;18;3;0;0;0;0;0
25;-0,872317179;44,35624697;95810,80428;3;24;2;0;0;0;0;1
53;28;43;90280,80541;1;8;2;248;0;0;0;1
44;17,07795652;67,90213418;95080,75687;1;27;2;0;0;1;0;1
23;-3;8;9307;4;26;1;84;0;1;0;1
60;32;63,92119562;95703,62168;2;2;1;0;0;0;0;0
33;6,860950963;56,7908133;94011,88921;1;2;1;0;0;0;0;1
62;34;42;95616;4;4;3;0;0;0;0;1
23;-3;18,03166769;96651;1;633;1;145;0;0;0;0
51,59653155;27;88,69976978;92142,262;4;19;3;0;0;1;0;1
35;11;35,30689371;96546,08256;2;2;1;0;0;0;0;0
47,14355383;22;33,42142694;94305;3;2;1;0;0;0;0;1
44;18;59,81608474;90781,21781;3;7;3;0;0;0;0;1
60;34;43,60729021;94116,24917;4;25;1;0;0;0;0;0
61,03253962;34;114,1696936;90095;1;29;1;0;0;0;0;0
51;26;123,6103818;92042,26484;4;32;2;0;1;0;0;1
62;36;70,66193108;94106,99447;2;45;3;0;0;0;0;1
56;29,95885668;50,61369048;90024,58488;3;7;1;166;0;0;0;1
45;20;70,78221343;91324,98405;2;28;1;0;0;0;0;1
50,83559261;26;42;94562,42884;2;17;3;0;0;0;0;1
28;2,663320571;164,7797354;94302,47446;4;31;2;0;1;0;0;1
60,88631345;35;8;94540,79613;4;7;1;0;0;1;0;1
57;28;119,195954;91384,58825;4;24;3;0;0;0;0;1
23;-3;8;96651;1;7;1;0;0;0;0;0
45,62650746;21,97656971;68,84803928;93106,59061;4;0;2;0;0;0;0;1
52;26,27697889;39,88754237;90283,18654;3;2;1;0;0;0;0;0
60,99762179;32;49,59258662;91717,31499;3;2;3;0;0;0;0;1
