,ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1175,650366362,31,30,106,2266,4,"0,67",3,0,0,0,1,1,1
1176,408989535,29,39,62,85442,1,"0,6",3,0,0,0,0,0,1
1177,701668535,40,11,33,98151,4,"8,3",1,0,0,0,0,1,1
1178,558192615,64,35,45,47575,4,"0,5",3,0,0,0,0,0,0
1179,828584125,25,16,41,16224,3,"2,9",2,0,0,1,0,1,1
1180,376603151,42,21,31,55996,1,"2,2",1,0,0,0,0,1,0
1181,358840610,49,6,72,7403,4,"2,1",1,0,1,0,0,0,0
1182,284816340,36,15,36,71284,1,"0,2",2,0,0,0,0,0,0
1183,553365005,52,37,79,48061,1,"0,8",1,0,0,0,0,1,0
1184,865411387,58,22,179,89574,2,"0,8",1,478,1,0,1,1,1
1185,81616191,32,26,26,96346,3,"0,5",1,187,0,0,0,0,1
1186,159216023,59,31,85,75716,4,"4,7",2,0,0,1,0,1,0
1187,541116312,45,19,9,42376,1,"1,3",1,0,0,0,0,1,0
1188,555992458,55,10,127,56843,1,0,2,103,0,0,0,1,1
1189,8762420,52,29,17,62742,4,"2,2",2,0,0,1,0,1,1
1190,431570639,58,13,54,72259,1,"0,1",1,0,0,0,0,1,1
1191,702542185,62,35,10,86829,1,"1,1",3,0,0,1,0,1,0
1192,788692992,31,27,32,98059,4,"1,3",3,252,0,0,0,0,0
1193,957317519,54,12,59,6873,1,"0,4",1,0,0,0,0,1,0
1194,303855234,49,0,121,7629,4,"0,5",1,0,0,1,1,1,0
1195,737067769,35,23,63,18607,1,3,1,202,1,0,1,1,0
1196,674134493,49,17,42,56965,1,"8,1",1,0,0,1,0,0,0
1197,34369418,58,33,126,42363,2,"5,67",1,0,0,0,0,0,0
1198,203112506,34,17,148,23186,4,"4,7",3,0,0,1,0,0,0
1199,537284703,49,-1,55,4348,4,"4,7",1,0,0,1,0,1,0
1200,599656772,56,25,14,63263,1,"0,7",3,1,0,0,0,1,0
1201,974489245,56,24,57,48547,1,"2,1",1,0,0,0,0,0,0
1202,489221041,44,23,142,62422,3,"6,5",1,224,1,1,1,1,0
1203,23224382,54,31,20,29289,1,1,1,0,0,0,0,1,1
1204,834362621,61,23,132,29315,1,"3,4",1,0,0,0,0,1,1
1205,960762571,65,37,58,32686,3,"1,8",1,0,0,0,0,1,0
1206,4908587,27,26,17,6583,1,"1,6",3,212,0,0,0,0,0
1207,425681194,33,27,26,27071,4,"0,4",1,0,0,0,0,0,0
1208,75640295,57,17,131,16677,1,"2,1",1,0,0,0,0,1,0
1209,577633889,39,26,111,36367,1,"1,5",1,0,0,0,0,0,0
1210,658844735,48,33,30,11109,3,"5,4",2,0,0,0,0,1,0
1211,907013631,59,23,17,2456,1,"0,5",1,0,0,0,0,1,0
1212,609305677,27,13,140,61953,2,"4,3",3,284,1,1,1,1,1
1213,630607530,41,20,104,2647,3,"0,7",1,0,0,1,0,1,1
1214,909575678,44,-2,25,49274,1,"2,4",3,1,1,0,0,1,0
1215,827150909,58,2,165,78073,4,"3,7",1,0,1,1,1,1,1
1216,798142225,33,30,126,34868,1,4,2,221,1,0,1,1,0
1217,755743392,36,24,210,82487,1,"3,3",2,465,1,0,1,1,0
1218,272285839,47,24,19,25162,3,"1,8",3,0,0,0,0,1,0
1219,888878226,33,31,30,89484,2,"1,4",3,0,0,0,0,1,0
1220,21316125,63,29,13,57646,2,"1,5",1,1,0,0,0,1,1
1221,925236142,57,37,33,35253,2,"3,3",3,0,0,0,1,0,0
1222,228900486,33,34,110,9139,1,"1,5",1,153,0,0,0,0,0
1223,949321745,31,16,31,23999,1,"1,7",1,0,0,1,0,1,0
1224,398269285,59,16,62,59265,4,"0,2",3,139,0,1,0,1,1
1225,406377350,31,22,84,71615,1,"3,8",3,0,0,0,0,0,0
1226,887457100,50,26,36,76196,1,"2,5",1,424,0,1,0,1,0
1227,372088899,54,17,21,16085,3,"3,8",2,0,0,0,0,1,1
1228,707272777,65,33,17,23465,1,"0,8",1,144,0,0,0,0,0
1229,141807274,61,38,35,3232,4,"1,8",2,172,1,0,0,1,0
1230,415560379,47,22,143,45828,4,"4,7",1,1,0,1,0,1,0
1231,605697839,28,3,63,36641,2,"1,7",2,1,0,0,0,1,1
1232,468231974,24,18,55,57021,1,"6,9",1,0,0,0,0,0,0
1233,570483263,65,8,34,44208,3,"2,8",1,0,0,0,0,1,0
1234,618263322,24,8,46,77488,4,"5,6",2,1,0,1,0,1,0
1235,856853401,50,23,168,63362,4,"3,67",1,0,1,0,1,1,1
1236,143980918,47,26,86,41513,2,"1,4",1,0,0,0,0,0,0
1237,792795365,28,32,185,73752,1,"2,67",1,398,1,0,1,0,0
1238,496177577,65,22,76,19781,4,"1,5",2,0,0,0,0,0,0
1239,547229172,47,5,82,23174,1,"2,1",1,0,0,0,0,1,0
1240,966874104,65,25,138,94772,1,"2,4",1,0,0,0,0,1,0
1241,782662293,59,3,62,41313,4,"3,3",3,0,1,0,0,0,1
1242,713293894,40,33,27,70583,1,"3,3",1,0,0,0,0,1,0
1243,20609755,24,9,49,24232,4,"0,3",3,0,0,1,0,0,0
1244,346872609,57,35,76,31492,1,"2,3",1,1,0,0,0,1,0
1245,959268350,59,31,36,45947,1,"1,8",1,0,0,1,0,0,1
1246,599086691,64,37,75,4910,1,"1,7",1,0,0,0,0,0,0
1247,570750796,40,24,37,85028,1,"0,8",1,0,0,1,0,1,1
1248,667272824,42,30,28,6441,3,0,1,0,0,0,0,1,1
1249,790822706,58,40,20,55994,4,"2,2",2,0,0,0,0,1,1
1250,739243409,42,25,29,71442,1,"0,3",1,0,0,0,0,0,0
1251,865986828,41,32,85,44446,4,"1,8",1,0,0,0,0,0,0
1252,111737780,56,10,40,9729,4,"0,2",2,0,0,0,0,0,0
1253,208914555,54,34,34,52892,1,"0,1",3,0,0,0,0,0,0
1254,316628989,37,12,58,68290,1,"1,8",1,0,0,0,0,0,0
1255,823316940,46,35,16,25292,4,"0,7",2,0,0,0,0,0,0
1256,71535657,55,27,31,17271,4,"1,7",1,0,0,0,0,0,0
1257,193678808,35,22,115,55363,2,"2,7",1,1,1,1,1,0,0
1258,217723775,57,11,79,67014,1,"2,2",3,1,0,0,0,1,0
1259,511579056,58,9,80,46745,4,"0,6",1,0,0,0,0,1,0
1260,221089345,34,34,24,58180,4,"0,5",3,0,0,1,0,0,1
1261,521734968,27,31,53,80117,4,"0,4",3,0,0,0,0,0,0
1262,884557079,56,18,130,39974,1,0,1,0,1,1,1,1,1
1263,156362157,60,30,48,72920,2,"1,4",1,0,0,0,0,0,1
1264,889530181,58,8,54,9942,4,"2,5",1,0,0,1,0,1,0
1265,918641187,30,19,24,14834,4,"7,3",2,2,0,1,0,1,0
1266,153975809,54,31,21,24876,1,"0,2",1,0,0,0,0,1,1
1267,223710575,32,13,61,36940,3,"1,7",2,169,0,0,0,0,0
1268,988906684,52,35,34,37353,1,"1,7",2,0,0,1,0,0,0
1269,416581990,59,-2,155,42272,1,"5,9",1,0,0,1,0,1,1
1270,979723830,46,22,134,10106,4,1,2,0,0,1,0,0,0
1271,90102788,36,4,63,74478,1,"5,2",1,0,0,0,0,0,0
1272,485494350,48,-3,69,87380,1,"2,5",1,0,0,0,0,1,0
1273,765485922,67,36,46,89214,2,"6,8",1,259,0,0,0,1,0
1274,277441595,23,0,83,17594,4,"4,3",1,122,0,0,0,0,0
1275,161190848,57,30,31,6067,4,"1,67",1,0,0,0,0,0,0
1276,85108066,33,8,192,38873,2,0,1,338,1,0,0,0,0
1277,424716740,45,33,31,96405,1,"1,5",3,0,0,0,0,0,0
1278,961283862,61,41,21,50175,1,"0,7",3,0,0,0,0,0,1
1279,969049174,48,11,71,60008,1,"2,1",1,150,0,0,0,1,0
1280,574483852,56,23,75,47728,3,"0,3",3,0,0,0,0,1,1
1281,790790148,62,38,38,63447,3,"1,8",3,1,0,1,0,1,0
1282,442644379,63,33,22,93549,3,"2,3",1,0,0,0,0,1,0
1283,20967317,59,4,50,22444,1,"2,2",3,1,0,0,0,0,0
1284,141266197,44,1,84,11566,2,"3,8",1,0,0,1,1,1,0
1285,455988842,66,15,64,96251,1,"0,2",1,0,0,0,0,1,0
1286,929753700,62,35,101,72432,2,"0,5",1,0,0,1,0,1,0
1287,303182602,26,22,28,47991,4,7,1,0,0,1,0,1,0
1288,11712983,59,21,189,59026,2,"3,3",3,418,1,0,1,0,0
1289,120543603,51,5,172,7650,1,"2,33",1,0,0,0,0,0,0
1290,155839441,63,40,49,82987,1,"0,8",1,0,0,0,0,0,1
1291,83331366,64,8,188,72736,3,3,1,245,1,1,0,0,0
1292,230293222,39,7,47,22786,4,4,3,0,0,0,0,0,0
1293,724408016,33,26,84,86889,4,"1,3",1,0,0,0,0,1,1
1294,480349929,37,35,22,6909,1,"2,1",1,0,0,0,0,1,1
1295,986008914,65,36,136,95022,3,"6,33",1,0,0,0,0,0,0
1296,966831801,25,16,110,20154,4,"1,1",2,1,0,1,0,0,0
1297,228005351,27,1,70,21716,4,"8,6",1,1,1,1,0,0,0
1298,391753710,44,7,29,28418,4,"0,2",1,0,0,0,0,0,1
1299,690580541,35,0,31,22016,2,"2,1",3,0,0,0,0,1,1
1300,267901844,39,15,70,88350,1,"0,2",1,0,0,0,0,1,1
1301,211175168,55,34,17,50531,4,3,1,0,0,1,0,1,1
1302,109940843,42,33,23,30604,4,"0,7",2,104,0,0,0,0,0
1303,66230436,30,22,19,24900,1,8,2,0,0,0,0,1,0
1304,755665905,38,14,139,99140,3,"8,1",2,0,0,1,0,0,1
1305,516363827,60,34,197,2746,1,"0,2",1,0,1,0,1,1,0
1306,229556999,52,25,51,35953,1,"2,5",1,0,0,0,0,1,0
1307,788335425,48,17,146,33186,4,"0,7",2,0,0,0,0,1,0
1308,673806801,64,36,119,45597,3,"0,3",1,0,0,0,0,1,0
1309,408114692,49,4,12,60544,4,0,3,0,0,0,0,1,0
1310,871385609,37,30,138,98570,2,"3,2",1,0,0,0,1,1,0
1311,676601038,32,31,85,27729,2,"0,3",1,0,0,0,0,1,1
1312,727655175,32,14,178,47727,3,0,2,0,0,1,0,0,0
1313,534368194,63,18,77,96393,4,"1,8",2,0,0,0,0,0,0
1314,896420756,30,34,34,8884,3,"0,9",3,101,0,0,0,0,0
1315,743569414,28,34,100,2738,1,"1,4",2,130,0,0,0,0,0
1316,632532326,49,38,133,98551,1,"7,4",1,0,0,0,0,0,0
1317,720143670,60,35,36,30739,4,"0,4",2,0,1,0,0,0,1
1318,255739241,56,7,174,86990,4,"2,33",1,308,1,1,1,1,0
1319,423553588,58,35,36,624,3,"1,3",3,0,0,1,0,0,0
1320,415452752,54,21,41,67139,4,2,2,0,0,1,0,0,0
1321,99324839,40,7,41,61486,3,"4,6",2,0,0,0,0,1,0
1322,555427184,53,37,25,28019,1,"1,3",3,89,1,1,0,0,0
1323,261568459,25,20,39,22404,1,"0,67",3,1,0,0,0,0,0
1324,908698861,53,14,143,65968,1,"2,2",2,0,1,0,0,0,0
1325,411077698,34,23,50,46712,1,"0,5",2,143,0,0,0,1,0
1326,932929665,63,34,39,35947,3,"1,2",3,0,0,0,0,0,0
1327,25071546,62,10,75,23184,3,3,1,1,0,1,0,1,0
1328,65657612,29,28,91,89440,1,"4,7",2,131,0,1,0,0,0
1329,176113922,42,40,63,77037,2,"0,3",2,0,0,0,0,1,1
1330,106095393,42,17,46,28605,4,"3,9",2,0,0,0,1,1,0
1331,845316597,30,-2,48,15572,1,1,1,0,0,1,0,0,1
1332,192147735,55,35,70,18644,4,"3,5",2,349,0,0,0,0,1
1333,454438577,27,13,54,51523,1,"8,8",2,83,0,0,0,1,0
1334,159772542,54,25,9,94953,3,"0,1",1,0,0,1,0,1,0
1335,971256409,33,7,179,55361,2,"0,4",3,0,1,0,1,1,0
1336,102428755,52,37,79,67111,4,"0,1",3,0,0,1,0,0,1
1337,330483095,51,8,33,52090,1,"4,7",1,0,0,1,0,0,0
1338,774060086,51,20,81,39070,3,"2,6",3,1,0,1,0,0,0
1339,933639670,50,39,47,85172,4,"1,9",2,0,0,0,0,1,0
1340,409746354,49,19,42,80300,1,7,1,96,0,0,0,0,0
1341,912900716,35,26,18,37464,1,"0,2",1,1,0,0,0,1,0
1342,90924559,44,25,72,36042,1,"7,8",2,0,0,0,0,1,0
1343,90528937,50,9,55,20116,2,"0,7",3,0,0,0,0,0,0
1344,875755880,31,33,30,4720,1,"0,7",3,0,0,0,1,1,1
1345,978306804,25,5,36,46021,2,"5,9",1,0,0,0,0,1,0
1346,554131757,47,37,88,26317,1,"2,3",1,136,0,0,0,0,1
1347,314433982,49,22,35,75153,1,"1,8",3,0,0,0,0,1,0
1348,113001603,40,12,78,49423,4,"5,1",1,0,0,1,0,1,0
1349,210898103,46,34,97,84384,2,"0,9",3,3,1,0,0,0,0
1350,114542755,24,5,50,45393,1,"0,7",3,0,0,0,0,0,0
1351,539995588,49,17,71,89358,2,1,1,0,0,0,0,1,0
1352,505768922,61,31,24,12906,3,"2,4",2,0,0,1,0,0,0
1353,401768216,57,21,11,1658,1,"2,2",3,0,0,0,0,0,1
1354,353909679,45,26,45,19743,1,"0,5",1,0,0,1,0,1,1
1355,160401642,61,30,81,28447,1,"0,8",3,0,0,0,0,0,0
1356,34373073,64,28,38,77087,1,"1,3",1,0,0,0,0,0,0
1357,828013130,54,7,177,78871,2,"0,3",1,244,0,1,1,1,0
1358,803555127,63,21,13,26867,1,"1,5",3,0,0,0,0,0,0
1359,776681792,61,40,82,87768,3,6,1,89,0,1,0,0,1
1360,236299110,30,33,44,71277,2,"0,4",1,0,0,0,0,0,1
1361,914535912,40,3,16,3166,3,"0,8",1,0,0,1,0,1,0
1362,866780949,37,17,73,33856,3,"0,7",3,306,0,0,0,0,0
1363,502709629,43,15,40,47326,4,"2,6",3,103,0,0,0,0,0
1364,189844656,54,19,58,77868,1,"0,1",1,0,0,0,0,1,1
1365,568257421,36,34,114,33834,2,"1,3",1,1,0,0,0,1,0
1366,265355589,63,32,124,63595,1,"1,7",1,108,0,0,0,0,0
1367,194084243,52,23,32,59928,4,"1,1",1,0,0,1,0,1,0
1368,262386730,30,28,48,59336,1,"1,4",2,128,0,0,0,1,0
1369,410669736,30,22,32,66096,4,"6,33",1,0,0,0,0,0,0
1370,607726245,27,35,63,94780,1,"0,7",1,0,0,0,0,0,0
1371,239311009,61,14,34,20744,1,"2,1",3,0,0,0,0,0,0
1372,704321638,45,24,37,20956,2,"0,4",2,0,0,0,0,0,1
1373,983589050,47,2,15,37577,1,"0,3",1,0,0,0,0,0,0
1374,287887554,50,24,65,38174,4,"0,4",3,0,0,0,0,1,1
1375,735745053,55,27,90,3340,1,"3,9",1,0,0,0,0,0,0
1376,292051506,55,33,154,48613,4,"2,7",3,273,1,1,1,1,1
1377,926159349,61,22,123,43408,1,"3,2",3,0,0,0,0,0,1
1378,71248241,57,22,17,9402,1,"1,6",1,243,0,0,0,1,0
1379,55954361,34,27,29,25230,1,"0,5",1,0,0,0,0,1,1
1380,701266013,30,13,28,76142,4,"0,67",2,113,0,0,0,0,0
1381,983926597,52,32,8,34372,4,"2,1",1,0,0,0,0,0,0
1382,799036847,63,15,25,45546,1,"3,9",3,0,0,0,0,0,0
1383,412227635,53,15,51,18036,4,"0,5",2,133,0,1,0,1,0
1384,935524621,54,22,18,76258,3,"0,4",1,76,0,0,0,1,0
1385,180083756,46,18,18,50118,4,"1,1",2,0,0,0,0,0,1
1386,173305642,50,15,51,26464,2,"0,1",1,0,0,0,0,1,0
1387,902362902,25,-1,22,88736,1,"3,5",2,134,0,0,0,1,1
1388,770321740,29,18,19,79056,3,"1,7",1,0,1,0,0,1,0
1389,587041882,28,18,82,20470,1,"0,1",3,0,0,0,0,0,0
1390,737732940,52,26,34,76258,1,0,3,2,0,0,0,1,0
1391,243964062,49,22,24,84985,4,1,3,0,0,1,0,0,0
1392,625256802,47,13,68,36354,4,"0,1",3,96,0,1,0,0,0
1393,67836734,65,28,95,37731,1,"3,8",1,0,0,0,0,1,0
1394,886614672,24,8,49,88468,4,"1,8",3,202,0,0,0,1,0
1395,369930136,23,10,103,83903,4,"3,8",2,0,0,0,0,0,0
1396,750622484,47,22,64,31467,2,"2,6",1,231,0,0,0,1,0
1397,762338233,50,2,164,26417,1,6,1,0,1,0,1,1,1
1398,411575376,55,12,134,6624,1,"3,4",3,1,0,0,0,1,0
1399,184390563,59,14,19,95016,1,"2,6",1,0,0,0,0,1,0
1400,264698097,63,33,46,29257,4,"3,1",3,0,0,1,0,0,0
1401,309220383,36,31,20,22233,1,"2,2",1,0,0,1,0,0,0
1402,551982862,55,1,22,93741,1,1,2,0,0,1,0,0,1
1403,6987817,29,15,36,76956,4,"0,4",2,0,0,0,0,1,0
1404,655281123,61,35,51,92793,4,"2,8",3,0,0,0,0,1,1
1405,149949295,35,23,64,83905,1,"0,4",1,0,0,0,0,1,0
1406,96471999,54,36,35,7268,1,"0,9",3,0,0,1,0,0,0
1407,867080237,60,8,82,80670,3,"0,6",3,0,0,0,0,1,1
1408,23142521,32,18,41,21668,4,"0,67",1,0,0,0,0,1,1
1409,482785923,65,34,35,91770,1,"2,4",2,0,0,0,0,1,0
1410,852854733,54,37,33,82568,4,"0,1",3,131,0,0,0,0,1
1411,16557005,61,18,45,81402,3,"1,1",1,0,0,1,0,1,1
1412,195876792,65,42,51,66471,1,"5,67",1,0,0,1,0,1,0
1413,654190792,61,30,133,53811,1,"1,3",3,0,0,0,0,1,0
1414,803522073,25,36,17,86891,4,"1,7",1,0,0,0,0,1,0
1415,460216843,61,35,179,20536,2,"6,5",1,218,1,0,1,0,1
1416,671322240,43,18,27,37229,1,1,1,0,0,0,0,0,0
1417,907902363,59,19,48,43466,3,6,2,0,0,1,0,1,1
1418,52404139,23,31,80,19922,1,"0,8",1,1,0,0,0,0,0
1419,851869724,40,17,56,49985,1,"6,6",1,0,0,0,0,1,0
1420,948403086,51,32,45,90726,3,"1,9",1,204,0,1,0,0,0
1421,401230032,58,24,193,35559,2,"4,1",1,305,1,0,0,0,0
1422,276621385,60,6,104,51325,4,2,1,0,0,1,0,0,0
1423,245235966,57,22,85,92216,1,"2,4",2,0,0,0,0,1,0
1424,387489041,59,29,43,84299,4,0,3,0,0,0,0,1,0
1425,178637304,28,38,39,22325,3,"2,1",2,0,0,1,0,0,0
1426,737017201,45,32,18,39327,4,"1,7",1,0,0,0,0,0,0
1427,448052837,57,27,31,98730,1,"1,6",2,0,0,1,0,1,0
1428,624278081,59,36,18,54072,2,"2,4",1,2,0,0,0,0,1
1429,643230568,60,30,19,24225,1,"1,67",1,0,0,0,0,1,0
1430,160873712,61,39,80,61190,4,"0,4",3,0,0,1,0,0,0
1431,964596325,27,30,36,10717,4,"0,2",3,1,0,0,0,1,0
1432,271842687,23,7,98,76364,3,"3,8",1,172,0,1,0,0,0
1433,985880940,58,39,114,4058,1,"1,2",3,1,0,0,0,1,0
1434,579085601,39,1,28,50490,2,"1,4",3,1,0,0,0,0,0
1435,751229923,47,-1,43,75040,1,"1,8",1,0,0,0,0,1,0
1436,928507697,60,4,36,10849,1,"0,5",3,332,0,0,0,1,0
1437,749277034,51,23,39,82642,3,"1,5",3,189,0,0,0,0,0
1438,237431846,51,4,129,37091,2,"2,4",1,0,1,0,0,0,0
1439,658084857,44,21,49,77352,3,"2,3",3,0,0,0,0,0,0
1440,453691204,58,38,190,55037,2,"5,4",1,384,1,0,0,1,0
1441,271487375,61,32,74,59238,2,"0,1",3,0,0,0,0,0,0
1442,397404553,56,29,111,91644,1,"0,2",1,0,0,0,0,0,1
1443,509161639,53,23,32,6367,4,"2,9",3,0,1,0,0,1,1
1444,256476907,49,24,124,71399,3,"1,9",1,253,1,0,1,1,1
1445,506633067,53,33,10,1375,3,"1,75",1,0,0,1,0,1,1
1446,875972884,24,22,34,29569,4,"1,3",3,0,0,0,0,1,1
1447,117158849,30,6,159,68754,1,"0,2",1,1,1,0,0,1,0
1448,423230282,52,27,87,6084,4,4,2,0,0,0,0,1,0
1449,986211230,50,9,67,65908,4,"5,6",1,173,0,0,0,1,0
1450,77173129,42,18,69,44796,2,"1,6",2,0,0,0,0,1,1
1451,378861162,35,9,179,43155,3,"3,3",1,0,1,0,1,0,0
1452,947282767,42,18,93,3884,4,"2,9",1,0,0,0,0,1,1
1453,4056647,41,25,170,57748,4,"6,1",1,345,1,0,1,1,1
1454,203821707,50,36,57,86215,3,"0,9",1,1,0,0,0,1,1
1455,405301616,38,18,41,85802,1,"1,8",1,0,0,1,0,1,0
1456,564938983,36,22,119,33967,1,"1,5",1,1,0,1,1,0,0
1457,552849293,25,10,83,69488,1,"1,4",1,140,0,0,0,1,0
1458,81783312,58,25,148,27389,4,"0,1",2,0,0,1,0,0,0
1459,303734212,61,33,94,76392,2,"0,7",3,1,0,0,0,1,1
1460,473035341,50,11,18,5569,2,"2,4",1,0,0,1,0,1,0
1461,627114289,57,18,29,83493,1,"0,7",1,0,0,0,0,0,0
1462,752325601,30,31,129,12935,4,"1,7",1,1,0,0,0,0,0
1463,503341218,55,30,89,24696,2,"2,2",1,0,0,0,0,0,0
1464,550829113,33,12,37,63324,1,"0,3",1,0,0,0,0,0,0
1465,765558352,44,35,84,48486,3,"3,33",2,0,0,0,0,1,0
1466,950489070,42,34,65,19597,2,"5,1",1,339,0,0,0,0,0
1467,401421588,53,33,61,31452,4,"1,8",2,0,0,0,0,1,0
1468,531575553,58,34,23,88509,1,"2,7",3,1,0,0,0,0,0
1469,577246671,28,30,99,14778,4,"1,8",1,1,0,1,0,1,0
1470,132536992,67,29,50,63203,3,"0,4",3,0,0,0,0,0,0
1471,56702416,40,0,200,12651,2,"3,25",1,1,1,0,1,0,0
1472,845479803,52,24,42,89225,4,"0,6",1,0,0,0,0,0,0
1473,696225900,58,22,44,85449,1,"0,5",1,0,0,1,0,1,0
1474,60585789,54,37,32,54837,1,"1,5",3,0,0,0,0,0,0
1475,650135205,60,27,181,20871,1,3,3,1,1,0,1,1,0
1476,457799475,39,36,78,69374,1,1,1,1,0,0,0,0,0
1477,181876600,59,16,55,86689,4,"5,7",1,0,0,0,0,0,0
1478,690953726,60,25,66,68336,1,"0,4",1,0,0,0,0,0,1
1479,307184422,66,37,85,91106,3,"2,6",2,0,0,1,0,0,0
1480,705807319,24,1,31,27844,4,"2,6",1,1,0,0,0,0,1
1481,499208279,43,4,44,16383,4,"0,4",2,120,0,0,0,0,1
1482,82147970,48,34,97,29652,4,"1,6",1,0,0,0,0,1,1
1483,795306396,36,19,124,71192,1,1,1,0,0,0,0,1,0
1484,890929398,37,27,36,37270,4,"2,2",2,0,0,1,0,0,1
1485,521394147,40,-2,21,54352,4,"1,7",3,0,0,0,0,0,0
1486,895623898,49,38,23,2084,1,"3,8",3,0,1,0,0,1,0
1487,208444236,60,3,33,34697,1,"0,2",1,1,0,0,0,1,0
1488,198384661,57,32,45,50678,4,"2,3",1,129,0,1,1,0,1
1489,942813865,61,38,13,85413,4,"1,33",2,85,0,1,1,1,0
1490,648713517,40,29,30,70073,1,"0,7",1,93,0,1,0,0,0
1491,962796422,63,36,107,59371,2,"6,7",1,1,0,0,0,1,1
1492,664357597,32,11,92,36755,2,"8,8",1,2,1,0,0,0,0
1493,838721605,39,17,43,59736,4,2,2,0,0,1,0,1,0
1494,826960995,38,24,20,36341,3,"2,7",2,188,0,1,0,0,0
1495,579604665,63,25,74,87332,2,"0,2",1,0,0,1,0,1,0
1496,593326339,31,4,47,22832,1,0,2,283,0,0,0,0,0
1497,277662220,64,36,46,96831,3,"5,4",1,1,0,0,0,1,0
1498,635125732,53,21,22,46014,3,"1,6",1,0,0,0,0,1,0
1499,4468281,54,22,130,16188,1,"2,2",2,0,0,0,0,1,0
1500,686755935,41,27,30,82704,1,"0,6",1,0,0,0,0,1,0
1501,693071471,53,21,62,42552,4,0,1,0,0,1,0,1,0
1502,311848689,50,19,22,97301,4,"1,5",3,0,0,1,0,0,0
1503,907182289,56,36,30,19305,2,"1,5",2,0,0,0,0,0,0
1504,45795808,26,19,54,75093,4,"2,3",1,0,0,0,0,1,1
1505,385072124,55,38,62,64876,1,0,1,0,0,0,0,1,0
1506,431628592,43,15,52,52049,4,"0,6",1,0,0,0,0,1,1
1507,887192891,60,19,186,657,1,"2,1",1,432,1,0,1,1,1
1508,507592309,62,37,43,41216,1,"1,7",1,0,0,0,0,0,0
1509,305755900,48,22,164,24969,4,"4,1",2,372,1,0,1,0,0
1510,262282169,63,9,184,74538,3,"4,1",3,0,1,0,0,0,0
1511,392448147,58,25,47,27218,4,"0,3",1,0,0,0,0,1,1
1512,496510831,62,25,21,36433,3,"1,1",1,0,0,0,0,1,1
1513,598859866,35,35,90,78111,3,"1,8",3,0,0,1,0,1,0
1514,276315407,55,34,92,14961,1,"2,4",1,0,0,1,0,0,0
1515,751464848,42,27,16,23544,4,"6,1",1,0,0,0,0,1,0
1516,143603622,58,24,30,62713,1,"1,9",3,0,0,0,0,1,1
1517,35255835,59,12,39,78426,4,"2,2",2,0,0,1,0,0,1
1518,618860511,64,6,44,70479,4,"0,3",1,0,0,0,0,1,0
1519,449964981,56,29,50,14359,1,"0,9",1,0,0,0,0,1,0
1520,284928235,53,18,99,82581,2,"0,8",2,118,1,1,0,0,0
1521,518630195,66,18,63,93213,3,"4,25",1,0,0,1,0,1,0
1522,906836313,50,28,124,19764,2,"0,3",1,1,0,0,0,0,0
1523,163054484,50,20,40,69033,3,2,2,0,0,0,0,1,0
1524,385123850,35,0,54,16689,2,"0,3",1,0,0,0,0,1,0
1525,172992130,52,33,8,98669,1,"2,5",2,0,0,0,0,1,0
1526,872900705,46,4,33,25535,4,3,1,0,0,1,0,1,0
1527,319978700,57,35,86,9085,4,1,2,0,0,1,1,1,0
1528,504415513,47,6,85,1985,2,2,1,0,0,0,0,1,0
1529,320377138,53,30,82,19031,2,"2,4",1,1,0,1,0,0,0
1530,490905567,57,23,45,57510,4,"5,5",2,0,0,0,0,0,0
1531,349350273,33,11,32,59677,1,"1,4",1,0,0,0,0,1,0
1532,848401604,56,30,59,21350,3,"2,4",2,85,0,1,0,1,0
1533,334681786,58,15,164,61753,3,"0,3",1,0,1,0,0,0,0
1534,950256447,56,24,85,19524,1,"0,2",2,149,0,1,0,1,0
1535,248245252,65,26,18,21692,4,"2,1",1,87,0,0,0,0,1
1536,128700520,53,39,28,6976,2,"1,5",3,0,0,0,0,0,0
1537,106247759,29,4,36,37613,3,"2,1",2,0,0,0,0,1,0
1538,610097822,51,4,137,48968,2,1,1,0,0,1,1,0,0
1539,628595182,55,15,22,14586,3,"2,4",3,0,0,0,0,0,1
1540,551247106,25,9,167,92873,4,4,2,0,1,0,0,1,0
1541,400941190,57,0,84,54230,4,"7,6",1,0,1,1,1,1,1
1542,884765408,58,36,74,25905,2,"3,8",3,0,0,0,0,1,1
1543,309051183,49,5,43,97868,4,"7,8",3,0,0,1,0,0,0
1544,640941772,33,19,103,28649,4,"2,5",1,102,0,0,0,1,1
1545,795977614,50,35,166,11550,2,"2,9",2,1,1,1,1,1,1
1546,604569719,23,23,51,97869,4,"2,2",1,0,0,0,0,0,1
1547,905799113,29,8,18,97562,4,"1,67",1,125,1,0,0,1,0
1548,288786661,29,17,151,51108,2,0,1,383,0,1,1,1,1
1549,560983919,32,27,119,9151,1,"2,8",1,0,0,0,0,0,1
1550,123787082,26,19,194,74777,2,"0,3",1,352,1,0,1,1,0
1551,900548330,57,20,63,92978,2,"0,7",1,156,0,0,0,0,0
1552,113145431,29,9,28,53681,4,"0,5",3,1,0,0,0,0,0
1553,805497779,52,33,54,33064,1,"1,9",3,0,0,0,0,0,0
1554,49477784,58,33,129,85787,4,"1,8",3,356,1,0,0,0,0
