Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
0,1,0,0,0,0
394,0,0,0,0,0
227,0,0,0,1,0
327,1,1,1,1,0
0,0,0,0,0,0
0,1,0,0,0,1
475,0,0,0,1,0
0,0,0,0,1,0
158,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,1,0,0,1,0
149,1,1,1,1,0
98,0,0,0,1,0
0,0,1,0,0,1
0,0,0,0,0,1
0,0,1,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
87,0,1,0,0,0
0,0,1,0,0,1
0,0,0,0,1,0
152,0,1,0,0,0
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,0
0,1,0,0,1,0
94,0,0,0,1,0
0,0,0,0,0,1
101,0,0,0,1,0
184,0,0,0,1,0
91,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
197,1,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,1
228,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
87,0,0,0,0,0
0,0,0,0,0,0
144,0,0,0,1,1
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
94,0,0,0,0,0
91,0,0,0,0,0
0,0,0,0,1,0
0,1,0,0,0,0
109,0,0,0,1,1
0,0,0,0,0,0
98,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,1,1,1,1
297,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
116,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,1,0
109,0,0,0,1,1
101,0,0,0,0,0
0,0,1,1,1,1
0,0,0,0,1,0
0,0,0,0,1,0
99,1,0,0,0,1
128,0,0,0,1,0
241,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
204,0,0,0,1,0
0,0,0,0,1,1
185,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
104,0,0,0,1,1
0,0,0,0,1,0
137,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
108,0,0,0,0,0
0,0,0,0,0,1
0,0,1,0,0,0
0,0,0,0,0,0
100,0,0,0,1,1
0,0,0,0,0,1
236,0,0,0,1,0
0,0,0,0,1,0
437,1,0,1,1,1
0,0,0,0,0,0
178,0,0,0,1,0
117,0,0,0,1,1
428,0,0,0,0,0
0,0,0,0,0,1
145,0,0,0,0,0
333,0,0,0,0,0
0,0,0,0,1,0
236,0,0,0,0,1
117,0,0,0,0,0
162,0,0,0,1,0
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,0
366,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,0,0
234,1,0,1,1,1
121,0,0,0,1,1
257,0,0,0,1,1
90,0,0,0,0,0
219,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,1,0,1,0
103,0,0,0,1,0
337,0,0,0,0,1
0,0,0,0,0,0
382,0,1,0,0,0
397,0,0,0,0,1
88,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
125,0,0,0,0,0
0,0,0,0,1,1
141,0,0,0,1,0
0,0,0,0,0,0
181,0,0,0,0,0
123,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,1,0,0,1,0
0,0,0,0,0,0
0,0,1,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
120,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,1,0
380,1,0,0,0,1
0,0,0,0,0,0
224,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
297,1,0,0,1,0
0,0,0,0,0,0
149,0,0,0,0,0
0,0,0,0,1,0
215,0,0,0,0,1
0,0,1,0,1,0
0,0,0,0,0,0
200,0,0,0,0,0
0,0,0,0,1,0
97,0,0,0,1,0
0,1,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
357,0,0,0,0,0
158,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
433,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
157,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
101,0,0,0,1,0
149,0,0,0,0,1
122,0,0,0,1,0
0,0,0,0,0,0
117,0,0,0,0,0
222,0,0,0,1,0
483,1,0,0,1,0
0,1,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,1
86,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
178,0,0,0,1,1
230,0,1,0,1,0
0,0,0,0,1,0
83,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
305,1,0,0,0,0
158,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
154,0,1,0,0,1
0,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,1,1
294,1,0,0,1,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
176,1,0,1,1,1
127,0,0,0,0,0
0,0,0,0,0,0
128,0,1,0,1,0
212,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,1,1
0,0,0,0,0,1
0,0,0,1,1,1
164,0,0,0,0,0
103,0,0,1,1,1
0,0,0,0,0,0
287,0,0,0,1,0
94,0,0,0,1,1
0,0,0,0,1,0
119,0,0,0,1,1
90,0,0,0,1,0
171,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
117,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
146,0,0,0,0,0
106,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
162,0,1,0,1,0
0,0,0,0,1,0
0,1,1,1,1,0
0,0,0,0,0,0
110,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
201,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
77,0,0,0,1,0
174,0,0,0,1,0
0,0,0,0,1,0
159,0,0,0,1,0
277,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,1
83,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
268,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,1
237,1,0,0,1,0
102,0,0,0,0,0
0,0,0,0,0,1
76,0,1,0,1,0
0,0,0,0,1,0
0,0,1,0,1,0
0,0,1,0,1,0
155,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,1
174,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,1
147,1,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,1,1,1
0,0,0,0,1,0
0,0,1,0,0,1
0,0,0,0,1,1
0,0,0,0,0,0
0,1,0,0,1,0
93,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,1,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
354,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
221,1,0,0,1,0
90,0,0,0,1,0
119,0,0,0,1,1
102,0,0,0,1,0
256,0,0,0,0,1
0,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
195,0,0,0,0,0
164,0,1,0,1,0
153,0,1,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
188,0,0,0,1,0
0,0,0,0,1,0
157,0,0,0,1,0
119,0,0,0,0,0
0,0,1,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
116,0,0,0,1,1
0,0,1,0,0,0
0,0,0,0,1,0
194,0,0,0,0,0
113,0,1,0,0,0
198,0,0,0,1,0
0,0,0,0,1,0
238,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,1,0
104,0,0,0,1,0
244,0,0,0,0,0
0,0,0,0,0,0
285,0,0,0,0,0
115,1,0,0,1,0
0,0,0,0,0,0
128,0,0,0,1,0
0,0,0,0,1,0
121,0,1,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
128,0,0,0,1,0
0,0,0,0,1,0
226,0,0,0,0,0
141,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,1,0,0,1
184,0,0,1,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
227,1,0,0,1,0
104,0,1,0,1,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,1
318,1,0,1,1,1
342,1,0,1,1,1
125,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,1,0,1,0
0,0,0,0,1,0
0,1,0,0,1,0
188,0,0,0,0,0
0,0,0,0,1,0
0,1,0,1,1,0
0,0,0,0,1,0
0,0,1,0,1,0
110,0,1,0,1,0
164,0,1,0,0,0
0,0,1,0,0,1
0,0,1,0,0,0
266,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
86,1,0,0,1,0
0,1,0,0,0,1
0,0,0,0,1,0
87,0,0,0,1,0
0,0,0,0,0,0
98,0,0,0,1,0
0,0,1,1,1,1
0,0,0,0,0,1
0,0,0,0,0,0
104,0,0,0,0,0
0,0,1,0,1,0
0,0,1,1,1,1
0,0,0,0,0,0
0,1,1,1,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
114,0,0,0,1,0
0,0,0,0,1,0
455,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
245,0,1,0,0,0
0,1,0,0,0,0
0,0,0,0,1,1
0,1,1,1,0,1
0,1,0,0,1,0
0,0,0,0,0,0
104,0,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,1
0,1,0,0,1,0
0,0,0,0,1,1
0,0,1,0,1,0
95,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
131,0,0,0,0,1
90,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
106,0,0,0,1,0
0,1,0,0,1,0
0,1,0,0,1,0
123,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
106,1,0,1,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,1,0
341,0,0,0,1,1
0,1,0,0,1,0
91,0,0,0,0,0
0,0,1,0,0,1
0,0,0,0,1,1
101,0,0,0,1,0
0,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,0,1
421,1,0,0,1,0
0,0,1,0,1,0
104,0,0,0,1,0
131,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
103,0,0,0,1,0
0,0,0,0,0,0
249,0,0,0,0,0
155,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,1,1
359,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
118,0,0,0,0,0
0,0,0,0,1,0
132,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,1,0,0,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,1,1
131,0,0,0,1,1
158,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
107,0,0,0,0,1
0,0,0,0,1,0
565,0,0,0,1,0
233,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,0
152,0,0,0,1,0
0,0,1,1,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
150,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
0,1,0,0,1,0
319,0,0,0,1,1
0,0,0,0,1,0
182,0,0,0,1,0
0,0,0,0,1,1
394,0,0,0,0,1
230,0,1,0,0,0
82,0,0,0,1,1
0,0,1,1,1,1
0,0,1,1,1,0
0,0,0,0,0,0
137,0,0,0,1,0
109,0,0,0,1,0
135,0,0,0,1,0
0,0,1,0,0,1
0,0,0,0,1,1
89,0,0,0,0,1
151,0,0,0,1,0
221,0,0,0,0,0
229,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
121,0,0,0,0,1
89,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,1,0
154,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,1,0
84,1,0,0,0,0
0,0,0,0,0,0
94,0,0,0,0,0
0,0,0,0,1,0
119,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
117,0,0,0,0,0
151,0,0,0,1,0
114,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
267,0,0,0,1,0
0,0,0,0,0,1
181,0,0,0,0,1
601,0,0,0,1,0
0,1,1,1,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,1,1,1,1
0,0,0,0,1,0
567,1,0,1,1,1
0,0,1,0,0,1
0,0,0,1,1,1
0,0,0,1,1,1
0,1,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
0,1,0,0,1,0
100,0,0,0,1,0
181,0,1,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,1,0
114,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,1,1,1,1
0,0,1,0,1,0
0,0,0,0,0,1
0,0,0,0,1,0
231,0,0,0,1,0
148,0,0,0,1,0
0,0,1,0,1,0
86,1,1,1,1,0
0,0,0,0,1,1
0,1,0,0,0,1
0,1,1,0,0,0
171,0,0,0,0,0
352,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
221,0,0,0,0,0
115,0,0,0,1,1
0,0,1,0,1,0
0,1,0,0,0,0
118,0,0,0,0,0
284,0,0,0,1,1
0,0,0,0,0,0
180,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
88,0,0,0,0,0
199,0,0,0,1,1
256,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
159,0,0,0,0,0
0,0,1,1,1,1
0,0,0,0,1,0
97,0,0,0,1,0
0,0,0,0,0,1
167,0,0,0,0,0
97,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
240,0,0,0,1,0
80,0,0,0,0,0
142,1,0,0,1,0
0,0,1,1,1,1
0,0,0,0,1,0
112,0,0,0,1,0
0,0,0,0,0,0
0,0,1,0,0,0
334,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,1,0,0,0,0
268,0,0,0,0,0
0,0,0,0,0,0
80,0,0,0,1,0
218,0,0,0,1,1
389,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
159,0,1,0,1,0
0,0,0,0,0,0
89,0,0,0,1,0
0,0,0,0,0,0
342,1,0,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
104,0,0,1,1,1
0,0,0,0,0,0
0,0,0,1,1,1
0,0,0,0,1,0
372,1,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
101,0,1,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,1,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,1,0,1,0
107,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
241,0,0,0,1,0
275,0,0,0,1,0
0,0,0,0,0,0
112,0,0,0,1,0
0,0,0,0,0,1
112,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,1,0
198,1,0,0,1,0
186,0,0,0,1,0
0,0,1,0,0,0
0,0,0,0,1,0
142,0,0,0,0,0
246,1,0,1,1,1
120,0,0,0,0,1
0,0,0,0,0,0
245,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
218,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
185,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,1,0,1,1,1
0,0,0,0,1,0
589,1,1,1,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
83,0,0,1,1,1
151,0,1,0,1,0
0,0,0,0,1,1
231,0,0,0,1,0
86,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
83,0,0,0,1,0
277,0,0,0,1,0
0,0,0,0,1,0
184,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
111,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,0,0
108,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
397,0,0,0,1,1
203,0,0,0,0,1
0,0,0,0,1,0
78,0,0,0,0,0
242,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
110,0,0,0,1,0
0,0,0,0,0,0
175,0,0,0,1,0
79,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,1,1
120,0,0,0,1,0
0,0,1,0,0,0
76,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,1
359,1,0,0,0,0
0,0,0,0,1,1
143,0,0,0,0,0
0,1,0,1,1,1
0,0,0,1,1,1
0,0,0,0,1,1
125,0,0,0,1,0
323,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
113,0,0,0,1,0
167,1,0,1,0,1
0,0,0,0,1,0
218,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,1,1
0,0,1,1,1,0
0,0,1,0,0,0
0,1,0,0,1,0
236,0,0,0,0,0
151,0,0,0,1,0
0,1,0,0,0,0
185,0,1,0,0,0
0,0,0,0,1,0
380,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
207,0,1,1,1,1
0,0,0,0,1,0
0,0,1,0,0,1
0,0,0,0,1,1
329,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
535,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
107,0,0,0,1,0
0,1,0,1,1,1
0,1,0,0,0,1
0,0,0,0,1,1
0,0,0,0,1,0
98,0,0,0,0,0
0,0,0,0,0,0
170,0,0,0,0,0
161,0,1,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
83,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,0
222,0,0,0,1,0
0,0,0,0,1,1
111,1,0,0,0,0
219,0,0,1,1,1
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
137,0,0,0,1,1
154,0,0,0,1,1
293,0,0,0,0,1
0,0,0,0,0,0
398,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
101,0,1,0,1,0
117,0,0,0,1,0
0,0,0,0,1,1
343,1,0,0,1,0
151,0,1,0,0,0
0,0,0,0,1,0
307,0,0,0,0,1
0,0,1,0,1,0
84,0,0,0,1,0
0,0,0,0,1,1
208,0,0,0,0,1
0,1,0,0,0,0
93,0,0,0,0,0
113,0,0,0,1,0
272,0,0,0,0,0
0,0,0,0,0,0
84,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
229,0,0,0,0,0
0,0,1,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
120,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,0
180,0,0,0,0,1
119,0,0,0,0,1
0,0,0,0,1,0
89,0,0,0,0,0
101,0,0,0,1,0
141,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
232,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,1
176,0,0,0,1,0
120,0,0,0,1,1
0,0,1,0,0,0
0,1,0,0,0,1
247,0,0,0,1,0
166,0,1,0,0,0
0,0,0,0,1,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
109,0,0,0,0,0
0,1,1,1,1,0
0,0,0,0,1,1
80,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
193,0,0,0,0,0
0,0,1,0,0,1
105,0,0,0,0,0
128,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
78,0,1,0,0,0
0,1,0,0,0,1
255,1,0,0,0,1
0,0,0,0,0,0
95,0,0,0,1,1
155,0,0,0,1,0
0,0,0,0,1,0
184,0,1,0,1,0
154,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,1,0,0,1
0,0,0,0,1,0
219,0,0,0,0,0
164,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
105,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,1,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
86,0,0,0,1,1
0,0,0,0,1,1
294,0,1,0,0,1
0,0,0,0,1,0
95,0,0,0,0,1
102,0,0,0,1,0
0,1,0,0,1,0
83,0,0,0,1,0
0,1,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
98,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
311,0,0,0,0,0
76,0,0,0,0,0
0,0,0,0,0,0
207,0,0,0,0,0
158,1,0,0,1,0
185,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
94,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,0,0
146,0,0,0,1,1
0,1,0,0,1,0
0,0,0,0,0,0
446,1,0,1,1,0
0,0,0,0,0,0
223,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,1,0,0,0
0,0,0,0,1,0
115,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
149,0,0,0,1,1
0,1,0,1,1,1
146,0,1,0,1,0
262,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,1,0,0,0
167,0,1,0,0,0
94,0,0,0,1,0
172,0,1,0,1,0
150,0,0,0,1,1
120,0,0,0,0,0
0,0,0,0,0,1
266,1,0,0,0,0
103,0,0,0,0,0
97,0,0,0,1,0
150,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
75,0,0,0,1,0
109,0,0,0,0,0
0,0,0,0,1,0
76,0,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
92,0,0,0,0,0
0,1,0,0,1,0
0,1,0,0,0,1
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,1,1,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,1,1,1
132,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,1,1
0,1,0,0,1,0
128,0,0,0,1,0
90,0,0,0,1,0
0,0,0,0,1,0
95,0,0,0,0,0
0,0,0,0,1,0
323,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
87,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,1
0,0,0,0,0,1
91,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,1,1
0,1,0,0,1,0
0,0,0,1,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
81,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,1,0
0,0,0,0,1,1
0,0,1,0,1,0
0,1,0,0,1,0
0,0,0,0,1,0
319,1,1,1,0,1
112,0,0,0,1,0
422,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
315,0,0,0,0,0
