ZIP Code,Family,CCAvg,Education,CreditCard
94583,1,0.0,1,1
95762,3,3.0,1,1
90024,4,0.2,3,0
94608,3,1.0,2,0
90095,3,3.3,3,0
92709,2,0.8,1,1
94591,2,6.8,1,0
90717,4,0.4,2,0
94080,3,0.1,2,0
94115,1,2.6,2,0
95014,3,2.6,3,0
93407,4,5.6,3,0
92612,2,0.0,1,0
94024,2,1.0,3,0
92028,3,0.7,2,0
95521,1,3.8,1,1
92103,4,1.0,2,0
94720,4,2.2,2,0
94720,3,0.3,3,1
92120,4,2.6,1,0
94550,3,0.1,2,0
94086,4,1.8,1,1
92129,1,1.4,3,0
90245,1,0.3,3,0
92007,3,1.3,1,1
90720,1,0.0,1,1
92717,3,0.7,2,0
91711,1,0.2,1,0
90095,3,0.5,3,0
95023,1,2.9,3,0
90037,1,1.8,1,0
93106,1,1.7,1,1
95051,1,0.3,2,1
92101,2,2.7,1,0
94110,3,1.1,1,1
95051,4,2.8,2,1
92126,2,2.1,1,0
92028,3,0.2,1,0
90071,1,1.0,1,0
94949,1,1.6,3,1
90630,3,0.3,3,1
95827,1,1.7,1,1
94117,3,2.0,2,0
92056,1,7.0,1,1
94709,1,1.7,1,1
95670,2,0.4,1,1
96064,1,1.0,3,0
94304,2,2.0,3,1
91330,3,0.7,2,1
90041,1,1.0,1,0
92521,4,2.6,3,0
94022,4,0.2,1,1
95003,2,6.5,1,0
95192,2,3.7,1,1
91101,1,2.5,1,1
94025,2,1.9,2,0
94305,3,3.3,1,1
94402,1,2.9,1,0
91709,2,4.5,3,0
94920,3,2.3,1,1
94126,1,2.0,2,0
95616,1,2.5,3,0
93106,1,0.1,2,0
94086,1,1.5,2,0
90230,4,4.5,3,0
93101,4,3.4,1,0
95616,3,1.0,2,0
94611,4,0.3,1,1
91365,3,2.9,3,0
91335,4,1.9,1,0
94022,1,3.2,3,0
95822,1,2.8,2,0
92101,2,1.5,3,1
90034,1,0.1,1,0
91367,1,0.8,2,0
90034,1,5.2,1,0
91763,1,7.4,1,0
95521,3,2.67,1,0
94720,2,0.1,3,0
95831,2,0.4,1,0
92821,4,0.9,1,1
93555,1,1.8,3,0
92653,2,0.4,1,1
94305,4,0.2,1,0
94998,1,0.6,1,0
92660,1,1.0,3,0
92028,4,0.2,1,1
95134,1,2.0,2,0
94309,3,1.4,1,0
94501,2,2.2,1,0
94720,2,7.8,1,0
90071,3,3.8,2,0
91203,1,1.7,1,0
91711,4,5.0,2,1
92354,2,3.0,1,0
91706,1,1.1,3,0
92110,1,1.4,3,0
91320,3,0.6,2,1
95014,1,1.9,2,0
92104,3,1.7,2,0
94305,2,1.7,2,0
93106,4,1.2,2,1
91006,1,0.8,2,1
90049,4,3.4,1,0
90405,1,3.3,2,0
94025,1,0.4,2,0
90291,3,1.2,3,1
90504,1,0.1,2,1
90095,4,0.2,1,0
94720,4,0.4,1,1
94105,3,1.7,2,1
90041,4,1.3,1,0
94025,3,0.5,1,0
94928,4,1.2,2,0
94309,1,1.5,2,0
94305,2,0.4,3,1
92717,2,0.4,1,0
93117,2,8.0,1,0
94111,1,1.5,1,1
92870,1,7.0,1,1
92121,3,1.7,2,1
94305,4,1.3,3,0
92407,2,2.9,2,0
94609,2,2.7,1,0
92866,1,0.4,3,1
94801,2,0.7,1,0
92064,2,2.5,1,0
92507,4,1.0,1,0
95060,4,1.0,2,0
95521,4,0.4,2,0
91311,3,2.4,1,0
91604,4,1.3,2,0
91361,2,3.1,1,0
95035,4,5.1,3,0
94301,4,1.2,2,1
91711,1,1.6,2,1
91304,3,2.7,2,1
93943,4,4.9,1,0
92407,1,0.9,1,0
91101,4,0.2,1,0
93943,4,0.2,1,0
92521,4,0.4,2,0
94550,4,1.9,3,1
91107,1,1.3,3,0
94305,1,0.3,1,0
92122,2,2.8,1,0
92407,3,2.67,2,0
94143,2,8.0,1,0
94132,2,3.3,1,1
90011,3,0.4,2,0
96150,1,0.2,1,0
94920,1,1.8,3,0
94534,2,2.8,2,0
90089,2,0.3,1,1
92122,3,0.2,2,0
92870,1,0.2,1,0
94596,3,2.67,1,0
94920,4,0.3,2,1
94306,1,2.5,1,1
92646,4,0.2,3,0
93943,2,0.4,1,0
90405,3,1.5,1,1
94110,4,2.6,3,0
95762,4,2.2,2,0
92093,1,6.8,3,1
91116,2,1.6,3,0
90245,2,0.7,3,1
91320,4,0.8,1,0
92120,1,0.5,3,1
91380,4,2.0,2,0
92697,1,4.0,1,0
94720,3,6.3,2,1
94025,1,1.4,3,0
91775,1,1.4,3,0
94606,2,0.8,1,0
94305,4,0.0,2,0
90032,1,2.6,2,1
94301,1,2.67,2,0
95120,2,0.8,3,0
92182,4,1.9,3,0
92346,4,1.5,1,0
91101,2,0.6,3,1
95354,2,1.6,3,1
92115,1,0.4,3,0
93014,1,0.5,3,1
91203,1,0.3,1,1
95616,4,0.2,2,0
91107,3,1.4,3,1
94901,1,1.8,3,0
94720,2,1.6,3,0
92870,4,4.0,3,0
94546,2,3.9,1,0
95014,2,1.75,3,0
92121,1,0.8,3,1
94720,2,1.0,2,0
92677,3,2.3,1,0
92673,4,0.2,3,1
91311,2,2.2,3,1
92115,3,0.8,1,0
95616,3,1.8,2,0
95741,3,6.3,3,1
93117,4,1.7,1,0
95616,2,3.1,1,0
95351,2,0.8,3,1
92110,2,8.8,1,0
94305,1,2.5,1,1
90024,2,0.4,3,0
95064,3,1.8,2,0
92093,3,2.33,1,0
93955,1,1.3,2,1
94305,4,3.4,1,0
90740,1,2.5,1,0
94720,4,1.7,2,1
94010,3,1.1,2,1
94010,4,2.2,2,0
91326,1,0.9,1,0
94523,4,0.4,1,0
90277,4,1.7,2,0
94111,4,2.2,1,0
94610,4,0.5,2,1
92373,2,3.7,1,1
95003,1,0.1,1,1
92866,1,0.5,3,0
92399,3,1.5,1,0
95814,4,1.9,2,0
90274,1,3.6,2,1
95762,2,0.7,3,0
91754,2,0.5,2,0
92121,1,1.7,1,1
94087,3,0.9,3,0
94720,2,2.0,2,0
90025,1,8.1,1,1
94025,2,0.3,2,0
94115,4,1.1,3,1
94546,1,6.33,1,1
92037,3,2.0,3,1
95136,4,2.0,3,0
95616,3,0.3,3,0
90044,2,0.8,3,0
92691,1,2.4,1,1
92008,4,3.6,3,0
94305,4,2.2,2,0
95134,2,1.0,3,0
94086,2,1.6,3,0
95521,2,2.3,3,0
94234,1,1.0,1,0
94005,2,0.3,1,1
90250,1,0.0,2,0
95138,1,5.4,1,0
94022,2,1.67,2,1
91604,3,0.6,2,0
95064,1,0.2,1,0
94304,1,0.3,1,0
90024,4,2.0,2,0
94720,2,0.2,3,0
95616,4,6.9,1,1
90095,3,1.0,2,0
92346,2,0.1,1,1
92692,1,0.1,1,0
94309,1,0.4,2,0
95014,4,1.7,2,0
94304,2,1.3,1,0
94539,1,1.7,1,1
93555,1,1.33,1,0
92028,4,2.1,2,0
90245,4,0.1,3,0
94545,2,9.0,2,0
94131,4,3.4,1,0
91355,2,0.7,1,0
90041,2,2.2,1,0
92831,2,0.6,3,1
93117,1,2.7,1,0
92126,2,0.2,3,0
95670,3,2.33,1,0
91367,2,2.0,1,0
95051,1,1.5,2,0
93943,3,6.0,2,0
90266,4,1.5,2,1
94588,1,1.8,3,1
90401,4,0.5,2,0
94124,1,0.4,3,1
91942,1,8.6,1,0
91910,1,0.8,1,0
90066,1,2.8,1,0
95134,1,1.4,1,0
92007,1,2.8,2,1
90034,2,2.1,1,0
92028,4,4.9,1,0
95039,4,0.9,2,0
92130,3,1.6,1,1
92115,1,0.1,1,0
92129,4,0.4,1,0
94720,3,0.9,3,1
91107,2,0.3,1,0
95747,3,0.1,3,1
94025,4,1.9,3,0
91902,1,1.8,3,0
94545,4,0.5,3,0
95621,3,2.5,1,0
95616,3,3.4,1,0
92612,3,0.3,3,0
94043,3,1.6,3,0
92612,1,2.9,3,1
92870,4,1.3,2,0
93023,2,2.5,1,0
93305,4,0.1,3,0
95051,1,1.3,1,0
92103,2,1.4,1,0
91380,3,0.2,2,0
91775,2,1.8,1,1
95616,4,1.7,2,0
91711,1,1.8,3,0
95032,2,2.0,1,1
95616,4,0.0,1,0
95762,4,1.7,1,1
90212,4,1.0,1,0
94107,1,0.75,3,0
94305,4,1.8,2,1
91330,3,1.1,1,0
90095,1,1.0,1,1
95039,3,0.9,3,0
90095,2,0.7,2,1
92831,4,0.3,3,0
91107,1,0.3,3,0
95521,3,0.1,3,0
93407,1,3.5,1,0
92009,4,2.4,1,0
90401,4,0.1,2,0
94521,1,3.7,3,0
95064,1,5.2,2,0
93109,4,0.2,1,1
92121,1,1.4,3,0
91605,1,3.1,2,1
92123,4,0.4,3,1
94306,2,3.9,3,0
90089,1,5.9,3,0
90745,2,3.2,1,0
92126,4,2.1,1,0
91302,1,5.4,3,1
95064,2,2.0,1,0
90058,3,0.4,1,0
94105,2,2.3,3,0
94019,1,1.0,1,0
93101,2,0.4,1,0
94061,2,2.5,1,0
92008,2,4.6,2,1
91105,1,1.5,1,1
91605,1,0.3,1,1
94720,4,1.9,3,0
94143,2,1.0,2,1
90250,2,2.3,3,0
94539,2,1.3,1,0
91330,1,2.5,3,1
96651,3,0.5,3,0
95828,2,1.3,1,1
94583,4,0.4,1,0
95064,1,0.6,3,0
92660,2,0.1,1,0
90058,1,7.4,1,0
90245,1,6.33,1,0
92647,2,1.5,2,1
93106,2,1.1,1,0
90266,1,0.2,1,0
95054,4,0.4,1,1
92007,1,0.8,1,0
94105,4,1.9,2,0
94025,1,1.4,3,0
94610,3,2.5,2,0
94720,2,1.6,3,0
95822,3,0.1,1,0
95051,4,1.0,1,0
90740,1,3.0,2,0
90095,1,2.4,1,0
92661,2,0.9,3,0
94131,2,6.8,1,0
92122,3,0.5,3,0
90740,1,2.0,1,0
90086,3,0.5,1,1
94555,4,1.4,2,1
94102,4,2.5,1,0
90232,3,2.5,1,1
90024,1,1.0,1,0
91330,2,2.1,1,1
90095,4,1.7,1,0
94304,2,0.8,3,1
93033,1,1.4,3,1
92115,3,2.5,2,0
92677,4,0.2,3,1
93022,1,0.2,1,0
95207,4,0.6,3,0
91343,1,0.0,1,0
92333,2,0.6,1,0
91911,1,0.7,3,0
94303,2,4.33,1,1
91107,2,0.7,3,0
92129,3,2.67,2,0
90005,4,1.2,2,0
91116,2,4.5,3,1
94305,1,1.0,1,1
94710,3,0.1,2,0
91711,1,1.5,3,0
92124,2,3.8,3,0
92064,2,3.8,3,0
92028,1,0.0,2,1
91320,4,0.2,3,1
94803,4,3.8,1,0
91304,1,1.0,3,0
93943,1,1.1,3,1
91125,2,0.0,1,0
94143,1,0.1,1,0
92717,1,1.6,1,0
94126,2,2.3,3,0
90245,4,2.2,2,0
93022,2,4.5,2,0
93907,1,1.5,1,1
95825,2,0.3,1,0
91604,4,1.7,2,0
95020,4,0.3,2,1
94553,2,0.3,1,1
90024,1,0.0,1,0
91380,2,2.8,1,1
90089,1,0.0,2,1
92647,3,5.4,3,0
91330,1,0.5,3,1
95020,1,0.8,3,0
94022,1,7.3,1,0
92173,1,4.3,2,1
95014,2,1.1,1,0
92130,2,0.3,2,1
90036,1,2.0,1,1
94720,4,2.2,2,0
92028,2,4.4,2,0
92109,1,0.3,3,1
95138,2,0.0,1,1
91006,4,1.9,3,0
93940,4,0.7,3,1
92647,2,4.5,3,1
95747,2,2.0,2,0
90266,3,2.2,3,0
91604,3,1.7,1,0
95211,2,1.4,1,0
96150,2,1.4,1,1
94305,4,1.5,3,1
92130,4,2.2,2,0
92697,4,1.8,1,0
95053,4,3.0,3,0
92115,3,0.1,3,0
95039,1,7.4,1,1
92354,2,6.7,1,0
94720,4,2.3,3,1
92037,1,1.0,3,0
94002,4,0.1,3,1
95747,1,2.4,1,0
94608,4,2.2,2,0
94117,1,1.8,3,0
94550,1,4.6,1,0
91709,4,2.0,3,0
94066,1,0.2,1,1
90304,4,1.5,3,0
94588,1,0.3,1,1
93943,1,1.3,1,0
92084,1,1.3,1,1
92096,4,0.4,1,1
95617,4,2.0,3,0
94608,4,1.3,1,0
95820,4,0.1,3,0
90601,3,0.9,3,0
91320,4,0.3,1,1
92704,2,6.9,1,0
92612,4,0.4,3,0
93407,2,2.4,2,0
92123,1,1.0,1,1
92675,2,2.7,1,0
95136,1,4.0,1,0
94720,1,1.2,2,0
92037,4,0.9,2,0
94305,3,1.4,1,0
93117,1,2.0,1,0
94115,2,2.8,1,1
94301,1,4.3,1,0
95616,3,0.7,1,0
91302,3,1.0,2,0
93009,4,1.7,2,0
94143,4,4.0,3,0
94939,4,1.8,1,0
91320,3,2.3,1,0
92677,4,3.0,2,0
95605,3,1.3,1,0
93106,1,1.5,2,0
91763,1,0.0,1,0
92109,4,0.7,3,1
94706,4,1.2,2,0
95758,3,1.2,3,0
95064,1,0.8,2,0
94710,2,0.0,3,0
92350,2,0.7,2,0
94305,3,1.9,2,0
94705,4,3.5,1,1
95758,4,2.4,1,0
91711,4,1.2,2,1
92028,1,0.8,3,1
92106,3,1.5,1,0
90037,1,2.7,1,0
92131,2,0.4,1,0
92093,1,3.0,1,0
94143,2,0.3,2,0
94305,4,3.0,1,1
92093,2,0.0,3,0
94105,2,0.2,1,1
92037,4,4.25,1,1
92028,4,2.3,2,1
93401,4,0.6,3,0
90502,2,2.7,1,0
94122,2,2.3,3,1
94035,2,0.4,1,0
95616,3,1.1,2,0
90049,1,0.2,2,0
95819,4,2.6,1,0
95817,2,2.8,1,0
90089,1,7.0,3,0
91320,3,1.8,2,0
90025,1,2.8,1,0
94305,3,1.0,3,0
92606,4,1.9,3,0
92325,3,0.1,3,1
94550,2,0.4,1,0
93305,1,4.9,1,0
92028,2,6.0,1,0
93407,1,4.3,1,0
90245,4,1.4,2,0
92152,1,7.0,3,0
90502,2,3.6,3,1
93555,3,0.8,1,0
90266,4,1.7,1,0
92028,4,0.7,3,0
94608,2,0.3,1,0
93023,1,0.8,3,1
94305,1,0.8,2,1
92096,2,2.3,3,0
94550,1,0.7,1,0
94305,4,1.7,2,0
94920,1,2.6,2,1
93109,1,2.5,3,0
94402,4,3.1,2,0
91302,4,2.1,1,0
94720,3,1.0,1,1
90005,1,0.3,3,0
94035,2,0.3,2,0
92093,4,2.2,1,0
94611,2,0.3,2,0
90045,1,1.3,1,0
90024,2,0.3,2,0
94542,2,0.7,2,0
93108,2,6.7,1,0
91016,3,0.7,2,1
95064,4,0.8,1,0
93407,4,7.4,3,0
92096,2,1.8,2,1
91105,1,2.6,2,1
95032,2,3.1,2,0
92121,1,0.0,2,0
95814,3,1.3,2,1
91330,1,2.9,1,0
92122,4,1.7,3,1
94022,3,6.3,3,0
95133,1,0.0,1,1
94571,2,0.0,3,0
90009,1,2.0,1,0
92182,4,3.6,3,0
95814,3,1.5,1,1
91125,2,0.0,3,0
91355,4,0.4,1,1
92096,4,1.0,2,0
91745,1,2.4,1,0
90509,4,1.8,3,0
93106,2,1.7,2,1
95039,1,0.8,2,0
92131,4,2.2,2,0
94301,2,6.3,3,0
92626,4,6.0,3,0
96651,2,0.9,3,1
94305,2,2.0,1,1
91355,3,2.8,1,0
92646,2,3.3,1,0
94538,3,1.0,1,0
92037,4,0.8,1,0
95828,1,4.0,3,1
95747,3,0.9,1,0
92093,1,1.5,3,1
94607,4,0.1,2,0
95070,3,0.5,2,0
91605,1,1.6,1,0
92735,3,1.2,3,1
95138,2,4.2,2,0
90024,1,1.0,1,0
90066,1,0.8,2,1
95037,2,1.4,2,1
95135,4,0.4,2,0
92648,4,1.1,3,0
94546,3,0.2,1,1
94115,2,2.5,1,1
95814,2,0.8,2,0
90266,2,3.9,1,0
92821,4,2.6,3,0
92173,1,1.5,2,0
94035,2,1.1,1,0
94590,4,5.2,1,0
92093,2,1.0,3,0
90005,2,4.33,1,0
92182,2,0.0,1,0
92660,2,0.4,3,0
94028,2,2.0,1,0
90011,4,0.8,1,0
96003,4,2.2,1,0
90025,3,2.0,3,1
92152,2,2.0,1,0
92028,3,1.3,2,1
95521,1,1.9,1,0
94117,1,1.6,3,1
93014,3,1.4,1,0
95616,1,0.2,1,0
94025,4,0.4,2,0
91911,1,6.0,1,0
91024,2,7.6,1,0
90065,3,0.7,2,1
92121,1,1.7,1,0
94720,4,0.6,3,1
90089,3,2.33,2,0
94304,4,1.8,2,0
93555,2,0.5,1,1
94542,3,0.1,3,0
95521,2,6.67,1,1
90245,4,1.4,2,1
92672,1,0.1,3,0
92374,3,0.4,2,1
90250,4,0.6,3,1
93555,2,1.6,1,1
95405,2,0.3,2,1
95819,1,6.33,1,0
92780,1,1.4,3,0
90405,1,1.0,1,0
94720,2,0.4,1,1
95370,3,0.2,2,0
91330,2,6.5,1,0
93727,1,2.7,2,0
92028,4,0.4,2,1
91304,2,6.5,1,1
95060,1,0.3,1,0
92867,2,2.3,3,0
92647,4,2.6,1,0
95821,1,1.5,3,0
90025,3,0.67,2,0
95348,1,1.3,1,0
91335,2,2.3,3,1
90049,2,1.5,2,1
95405,1,0.3,3,0
91320,4,0.4,3,0
94402,2,0.6,3,1
92122,3,2.4,1,0
94566,2,1.8,2,1
95125,2,2.2,1,0
94720,4,2.1,3,0
95051,3,0.4,2,1
95133,2,2.7,1,1
92399,1,0.2,2,0
91129,3,0.9,3,1
95211,1,2.5,1,1
95008,1,2.4,1,0
94066,1,4.7,1,0
95929,2,0.7,3,0
94701,4,1.8,1,0
91105,4,0.8,1,0
90065,2,1.1,2,1
90740,3,0.3,3,1
90717,4,0.4,2,1
95819,3,0.7,2,0
95814,2,2.1,3,0
95521,4,1.7,2,0
94720,2,0.2,1,0
92717,1,7.4,3,0
92008,2,0.4,1,0
95616,4,4.9,1,0
92647,4,1.7,2,1
95053,2,0.0,3,0
90630,1,1.2,1,1
96003,2,0.7,1,0
94720,4,0.8,1,0
94309,4,0.0,2,0
94720,2,2.0,2,1
94526,4,1.67,3,1
94105,1,5.0,1,1
94596,3,0.6,2,0
95051,2,7.2,1,0
92697,2,0.2,3,0
92691,3,2.33,2,0
92093,4,5.3,1,0
94061,4,2.2,1,0
91320,1,0.1,1,0
95023,2,0.7,3,0
94720,2,0.3,2,0
92037,4,0.8,1,0
93109,3,0.5,3,1
91360,1,0.8,3,0
94080,4,1.1,2,0
93117,2,0.7,2,1
94710,3,1.0,2,0
94720,1,2.8,1,0
95051,1,2.9,1,0
90650,2,0.7,2,1
95825,2,2.8,1,1
94720,1,1.7,1,0
91355,3,2.0,1,0
94080,2,4.5,1,0
93117,1,1.5,2,0
94608,4,0.2,1,1
91116,4,0.2,3,0
91330,4,0.7,1,1
92124,1,0.3,3,1
94309,1,0.0,1,1
93009,1,5.7,1,1
94596,3,0.8,3,0
91355,3,3.9,3,0
90024,1,2.9,1,1
92831,2,2.1,3,0
91365,1,8.6,1,1
94086,3,2.7,1,0
95821,4,0.4,2,0
94080,3,1.5,1,1
92121,1,2.6,2,0
92806,2,1.3,1,0
94542,1,1.6,1,0
92661,4,2.67,1,0
92373,2,0.0,1,0
90740,1,0.1,1,0
90036,2,0.4,3,0
93010,4,1.5,1,0
95045,4,2.1,3,0
90025,1,0.2,1,0
94534,4,0.5,3,0
95054,1,4.7,1,0
90033,3,0.9,3,1
95747,3,0.7,2,0
94923,2,0.4,1,1
92373,2,1.7,2,0
94604,4,0.2,3,1
95818,2,2.2,3,0
94110,1,1.6,1,0
90404,1,0.1,1,0
96008,4,1.3,1,0
93014,1,5.1,2,0
91320,1,0.0,1,1
94022,4,8.3,2,1
94720,1,5.8,3,0
91105,1,0.2,1,0
92704,2,2.7,1,1
92123,2,0.3,2,0
95630,3,2.0,3,0
94571,2,7.8,1,0
94118,4,0.4,2,1
91330,4,3.8,2,0
94303,1,0.8,3,0
94143,2,0.3,2,0
94546,2,1.4,1,1
90041,4,1.9,3,0
90089,3,1.0,1,1
94720,1,4.0,1,0
95616,4,1.3,3,1
93106,4,0.4,3,0
94583,1,0.1,2,1
95051,1,2.7,2,0
90230,1,6.0,1,0
92717,3,0.1,3,1
93065,2,2.2,3,0
90089,1,0.1,2,0
95126,3,2.6,3,0
95032,3,1.3,1,1
90630,1,1.6,2,0
90033,4,0.3,1,0
94015,4,2.2,2,1
94596,4,1.8,3,0
90401,4,2.6,1,0
95403,3,1.0,2,0
94304,3,0.7,2,1
95014,2,1.0,2,0
94066,1,0.8,2,1
90747,3,2.8,1,0
91741,2,0.4,1,0
91103,3,4.9,1,0
90274,1,2.9,1,1
95616,1,3.7,3,0
94588,1,1.2,2,0
92103,2,2.8,1,0
91342,4,1.8,3,0
94523,1,2.6,2,0
94553,2,0.4,1,0
92833,1,5.4,1,1
94025,2,2.0,2,0
95032,1,4.1,3,0
94065,4,1.8,2,0
94402,3,1.1,1,0
94538,3,0.7,2,0
95819,3,0.9,2,1
90066,3,2.5,1,0
90210,1,2.9,1,0
90037,1,2.67,2,0
95833,3,0.8,1,0
90401,3,1.7,2,0
94720,4,1.9,3,0
91365,3,2.67,2,0
91330,3,0.6,1,1
91711,1,2.9,1,0
94132,1,7.4,1,0
96001,4,1.1,3,1
94105,4,1.7,2,0
95006,2,2.0,2,1
94305,1,2.8,3,0
93106,4,0.3,1,0
90630,1,8.1,1,0
95126,4,2.2,2,0
94110,3,1.7,1,1
94608,1,0.4,3,0
94303,4,0.1,1,1
95003,4,2.6,1,0
94304,1,2.6,2,1
93065,1,0.1,3,0
95630,4,0.1,1,0
94115,1,0.2,1,0
91365,4,0.4,2,0
94305,2,6.67,1,0
94005,3,1.2,3,1
90095,3,1.4,3,0
95060,2,0.0,1,0
92507,2,2.0,1,0
92866,2,0.4,1,0
93711,1,0.3,1,0
92037,4,0.5,2,0
90048,3,1.7,2,1
95616,2,3.8,3,0
94709,3,0.5,2,0
94304,3,4.8,2,0
92110,4,0.9,1,0
95616,1,1.6,2,0
91911,3,2.1,1,0
95138,3,1.6,3,0
96001,4,1.67,3,0
93555,2,6.0,3,1
92069,2,1.4,2,1
92130,2,0.4,3,0
95621,1,0.8,3,1
93023,1,1.4,3,0
90639,1,0.2,1,0
92009,1,1.8,3,0
90245,1,0.3,1,0
90095,1,2.4,2,0
93106,3,2.3,1,0
94122,1,1.2,3,0
94501,1,0.6,3,0
94080,3,1.0,2,0
92122,2,2.0,1,0
90073,3,2.4,1,0
91311,4,1.2,2,0
95814,1,0.8,3,1
94086,1,4.8,3,1
90291,3,3.0,2,0
95051,1,3.3,3,0
90245,1,1.9,3,0
94122,2,0.2,1,0
92630,1,1.8,3,0
95307,2,3.2,1,0
90210,2,0.5,2,0
95521,4,2.6,1,0
90095,3,1.9,2,1
93106,3,1.5,1,0
94720,4,2.0,3,1
94111,1,1.8,3,0
93955,4,2.4,1,0
90504,1,1.2,3,0
94109,1,1.5,2,0
94550,4,2.0,3,1
92037,1,2.6,2,0
90058,4,0.2,1,0
90245,4,2.0,3,0
90401,3,0.5,2,0
94539,4,0.8,1,0
90028,2,3.3,1,0
95762,1,1.5,1,1
95833,1,1.0,1,0
95616,4,0.0,2,0
94304,1,4.9,1,0
90019,1,6.33,1,0
94539,2,1.1,1,1
95060,1,1.5,2,1
90095,3,0.5,3,0
91330,2,2.4,2,0
94303,3,0.5,3,1
91801,1,1.4,3,0
94105,1,2.0,1,1
92780,1,1.5,1,1
95616,4,1.1,2,1
94606,4,2.1,3,0
92192,2,0.0,1,0
90095,4,0.2,3,0
94132,2,0.2,1,1
95616,2,1.8,1,0
94303,3,0.5,3,1
94612,2,1.4,3,0
91330,1,1.0,1,0
94706,1,2.4,1,0
91768,3,3.0,2,0
94701,3,0.1,2,0
94720,2,0.3,1,0
92630,4,1.7,2,0
94920,4,0.4,2,0
90065,2,0.4,1,0
94118,3,2.0,2,1
91301,1,0.3,1,0
90274,1,1.8,3,0
92807,1,0.2,3,1
90747,3,0.5,1,0
94302,2,0.8,1,1
94545,2,3.1,1,0
94080,1,6.0,1,0
94720,1,2.4,2,0
94305,1,1.4,3,0
92093,1,1.8,3,0
94111,3,4.0,3,0
93940,2,2.4,2,0
95670,1,0.1,2,0
94928,2,3.25,2,1
92126,3,4.2,1,0
90277,1,4.7,1,1
92704,1,1.9,3,0
90254,2,6.5,2,1
94720,4,0.1,2,1
94010,3,2.0,2,1
92037,1,1.1,3,0
92735,1,1.9,1,0
96001,2,1.5,1,0
92507,4,0.0,2,0
93943,1,1.4,1,1
92691,3,0.8,3,0
95054,3,5.67,3,1
95747,1,0.8,1,0
92835,4,0.8,1,0
92064,3,1.0,2,0
90089,2,2.1,1,1
94611,1,0.2,1,0
94303,3,0.2,1,0
91380,4,4.8,3,0
93561,4,1.8,3,0
94720,1,0.2,1,0
94305,4,0.2,1,0
94720,3,2.0,2,0
93907,2,0.7,2,0
94596,2,0.0,1,0
91710,2,0.0,3,0
92152,4,2.0,2,0
95814,2,3.9,1,1
94608,3,0.5,1,0
90266,3,0.2,1,1
92126,1,0.3,1,1
92821,4,1.9,2,0
93065,4,1.0,1,1
94305,3,0.67,2,0
95616,2,1.0,2,1
94551,1,7.3,1,1
91605,2,0.4,3,0
94720,3,0.5,3,0
95403,3,8.5,2,0
94102,1,0.3,1,0
90049,2,0.2,3,1
92677,1,0.3,1,0
95051,4,0.9,2,0
95134,3,8.0,2,1
90640,3,4.0,2,1
94803,1,1.8,2,1
92717,4,1.1,2,0
94024,2,0.8,3,0
90018,4,0.2,1,0
94080,1,0.8,1,0
92110,2,2.0,1,1
92126,2,1.9,1,0
90274,1,1.4,3,0
92691,3,1.3,1,1
91754,2,3.9,1,1
92093,1,0.6,3,0
92121,2,6.7,1,0
92093,4,0.1,3,1
93950,4,4.9,2,0
92521,3,2.5,1,1
94080,2,0.4,3,0
94545,4,1.8,3,1
92354,3,1.5,1,1
95814,2,1.4,2,1
91770,1,2.9,1,1
90024,2,0.3,3,0
90059,4,0.8,1,1
91107,3,0.5,1,0
94705,1,0.0,1,0
95831,4,0.2,1,1
91107,1,0.7,3,1
91942,1,1.3,3,1
94123,4,2.0,3,0
91030,1,7.3,1,0
94108,4,8.0,3,1
95814,2,1.0,2,0
94132,1,1.0,3,0
91706,4,0.1,2,0
95006,1,1.3,2,0
91301,4,2.0,2,0
94025,1,0.2,3,0
93907,4,1.0,2,0
94105,3,0.6,2,0
90291,1,0.8,2,1
94305,2,6.9,2,0
94701,3,2.0,3,0
94304,1,2.7,2,0
95023,1,2.9,1,1
91360,1,2.0,2,0
92673,4,0.4,3,0
94111,4,3.6,3,1
90024,3,2.5,1,1
94025,4,3.2,3,0
95051,2,2.3,3,0
90740,3,0.1,2,0
90089,1,3.8,1,0
90095,2,0.4,1,0
93940,1,0.8,1,0
95032,1,10.0,3,0
92647,2,1.6,3,1
90630,2,6.5,1,1
90245,4,0.2,3,0
94114,4,1.8,3,1
90210,1,2.9,1,0
90291,4,0.2,3,0
94132,3,2.67,1,0
93014,1,6.5,3,0
94301,3,2.5,1,0
94105,1,1.6,1,0
93117,1,1.9,1,0
92064,2,1.0,1,0
95039,2,1.7,3,0
95070,3,1.4,1,0
94920,3,2.67,2,0
91380,3,0.9,3,0
91320,2,1.3,1,1
94923,3,0.5,3,0
93106,1,0.3,3,0
92182,4,2.2,2,1
93437,3,0.8,1,1
95014,1,0.1,2,0
92054,3,0.9,1,0
91910,4,0.8,1,0
92121,4,0.4,1,0
94720,2,0.0,1,0
94104,1,1.1,3,0
91754,4,0.7,3,0
94607,3,2.67,1,1
95747,1,0.2,1,0
94949,2,1.0,1,1
95035,1,2.0,2,0
95821,1,1.5,2,1
95039,1,0.75,3,0
95008,1,1.2,3,1
92354,4,0.1,2,0
93611,2,1.1,2,0
91768,1,0.1,3,0
92130,1,0.8,3,0
92109,4,1.6,1,0
93943,4,1.5,1,0
92093,3,1.7,1,0
94720,3,5.67,2,0
94720,3,1.7,1,1
93108,1,1.0,3,0
92007,4,1.0,1,0
